micro_benchmark,afl,aflplusplus,eclipser,entropic,honggfuzz,libfuzzer
jsoncpp_jsoncpp_fuzzer-IDX78,5,2,3,3,4,1
jsoncpp_jsoncpp_fuzzer-IDX79,2,4,3,1,2,5
jsoncpp_jsoncpp_fuzzer-IDX80,2,5,4,1,3,1
jsoncpp_jsoncpp_fuzzer-IDX81,2,2,3,3,3,1
jsoncpp_jsoncpp_fuzzer-IDX83,5,2,3,1,4,2
jsoncpp_jsoncpp_fuzzer-IDX85,4,5,2,3,3,1
jsoncpp_jsoncpp_fuzzer-IDX87,4,2,5,3,5,1
jsoncpp_jsoncpp_fuzzer-IDX88,2,3,3,1,2,1
jsoncpp_jsoncpp_fuzzer-IDX89,1,1,3,2,4,3
jsoncpp_jsoncpp_fuzzer-IDX9,5,3,4,2,4,1
jsoncpp_jsoncpp_fuzzer-IDX91,4,3,3,1,3,2
jsoncpp_jsoncpp_fuzzer-IDX95,3,2,3,2,4,1
jsoncpp_jsoncpp_fuzzer-IDX99,4,4,5,2,3,1
lcms-2017-03-21-IDX28,3,4,4,2,1,5
lcms-2017-03-21-IDX30,1,3,2,4,4,5
libjpeg-turbo-07-2017-IDX60,4,5,1,3,2,5
libjpeg-turbo-07-2017-IDX90,4,1,5,5,2,3
libpcap_fuzz_both-IDX96,5,1,4,2,2,3
libpng-1.2.56-IDX17,2,1,2,4,3,5
libpng-1.2.56-IDX20,2,1,3,5,4,5
libpng-1.2.56-IDX26,5,1,4,2,3,1
libpng-1.2.56-IDX43,5,2,4,2,1,3
libpng-1.2.56-IDX53,5,1,2,3,5,4
libxslt_xpath-IDX28,5,1,4,3,3,2
libxslt_xpath-IDX98,5,1,5,4,2,3
mbedtls_fuzz_dtlsclient-IDX50,2,1,3,4,1,5
openssl_x509-IDX44,5,2,3,4,4,1
openssl_x509-IDX78,5,3,4,2,3,1
openthread-2019-12-23-IDX27,5,2,4,3,5,1
re2-2014-12-09-IDX33,5,1,3,4,4,2
re2-2014-12-09-IDX44,5,2,4,3,1,2
re2-2014-12-09-IDX60,5,3,5,4,2,1
re2-2014-12-09-IDX82,2,1,2,5,3,4
systemd_fuzz-link-parser-IDX0,4,4,4,3,1,2
systemd_fuzz-link-parser-IDX1,1,5,3,2,1,4
systemd_fuzz-link-parser-IDX10,2,3,2,1,2,2
systemd_fuzz-link-parser-IDX12,2,3,4,3,1,3
systemd_fuzz-link-parser-IDX13,1,4,2,5,3,4
systemd_fuzz-link-parser-IDX16,2,4,3,4,1,4
systemd_fuzz-link-parser-IDX19,1,5,1,2,3,4
systemd_fuzz-link-parser-IDX20,3,1,4,5,2,5
systemd_fuzz-link-parser-IDX21,1,5,4,3,4,2
systemd_fuzz-link-parser-IDX22,3,3,1,4,2,5
systemd_fuzz-link-parser-IDX23,2,5,1,4,3,3
systemd_fuzz-link-parser-IDX24,4,5,1,2,3,2
systemd_fuzz-link-parser-IDX27,5,1,5,4,3,2
systemd_fuzz-link-parser-IDX29,4,2,4,3,1,2
systemd_fuzz-link-parser-IDX30,5,2,1,4,2,3
systemd_fuzz-link-parser-IDX31,2,4,3,1,1,2
systemd_fuzz-link-parser-IDX33,2,5,4,1,3,4
systemd_fuzz-link-parser-IDX36,5,5,4,2,1,3
systemd_fuzz-link-parser-IDX37,4,1,3,2,2,2
systemd_fuzz-link-parser-IDX4,3,2,5,4,1,4
systemd_fuzz-link-parser-IDX42,5,2,5,4,1,3
systemd_fuzz-link-parser-IDX46,4,5,2,4,1,3
systemd_fuzz-link-parser-IDX48,3,5,1,4,2,2
systemd_fuzz-link-parser-IDX49,1,3,2,4,4,3
systemd_fuzz-link-parser-IDX5,1,3,2,3,3,3
systemd_fuzz-link-parser-IDX53,3,4,5,2,1,2
systemd_fuzz-link-parser-IDX54,4,5,1,2,2,3
systemd_fuzz-link-parser-IDX55,4,5,3,2,1,5
systemd_fuzz-link-parser-IDX56,3,2,5,4,1,1
systemd_fuzz-link-parser-IDX57,1,2,3,3,5,4
systemd_fuzz-link-parser-IDX58,4,3,5,2,1,3
systemd_fuzz-link-parser-IDX59,5,3,5,1,4,2
systemd_fuzz-link-parser-IDX60,5,2,1,4,3,2
systemd_fuzz-link-parser-IDX61,2,1,2,1,3,1
systemd_fuzz-link-parser-IDX63,2,3,2,4,1,3
systemd_fuzz-link-parser-IDX64,1,3,1,2,2,2
systemd_fuzz-link-parser-IDX65,1,3,5,3,4,2
systemd_fuzz-link-parser-IDX67,5,4,1,3,2,2
systemd_fuzz-link-parser-IDX68,2,4,3,1,1,1
systemd_fuzz-link-parser-IDX7,2,3,4,3,1,3
systemd_fuzz-link-parser-IDX70,5,4,5,2,1,3
systemd_fuzz-link-parser-IDX71,4,3,4,3,1,2
systemd_fuzz-link-parser-IDX72,4,5,3,2,1,2
systemd_fuzz-link-parser-IDX74,2,5,2,3,4,1
systemd_fuzz-link-parser-IDX75,1,2,4,2,2,3
systemd_fuzz-link-parser-IDX8,2,5,4,3,1,4
systemd_fuzz-link-parser-IDX81,3,2,5,4,1,4
systemd_fuzz-link-parser-IDX85,5,3,4,1,2,1
systemd_fuzz-link-parser-IDX89,1,5,2,4,3,4
systemd_fuzz-link-parser-IDX9,5,2,1,3,2,4
systemd_fuzz-link-parser-IDX91,3,1,2,1,4,2
systemd_fuzz-link-parser-IDX93,2,3,1,5,5,4
systemd_fuzz-link-parser-IDX95,2,4,3,4,1,5
systemd_fuzz-link-parser-IDX98,1,5,2,3,4,4
systemd_fuzz-link-parser-IDX99,2,3,2,4,1,4
vorbis-2017-12-11-IDX12,3,2,4,5,1,4
vorbis-2017-12-11-IDX14,5,4,5,2,3,1
vorbis-2017-12-11-IDX22,4,1,5,4,2,3
vorbis-2017-12-11-IDX25,5,3,4,1,2,2
vorbis-2017-12-11-IDX45,5,2,5,3,4,1
vorbis-2017-12-11-IDX49,4,1,4,2,3,5
vorbis-2017-12-11-IDX66,5,4,5,2,3,1
vorbis-2017-12-11-IDX96,5,1,5,2,4,3
