,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
37,entropic,25,180,25,4127,6007,2,bloaty_fuzz_target-IDX6
38,afl,25,240,25,4214,4007,3,bloaty_fuzz_target-IDX6
39,eclipser,25,240,25,4194,10007,4,bloaty_fuzz_target-IDX6
40,libfuzzer,25,600,25,4434,8007,5,bloaty_fuzz_target-IDX6
41,aflplusplus,4,60,25,3879,2007,6,bloaty_fuzz_target-IDX6
42,libfuzzer,40,120,79,1186,8008,1,bloaty_fuzz_target-IDX7
43,eclipser,31,420,79,1214,10008,2,bloaty_fuzz_target-IDX7
44,honggfuzz,31,660,79,1675,8,3,bloaty_fuzz_target-IDX7
45,entropic,31,660,79,1423,6008,4,bloaty_fuzz_target-IDX7
46,afl,29,420,79,1113,4008,5,bloaty_fuzz_target-IDX7
47,aflplusplus,26,60,79,1085,2008,6,bloaty_fuzz_target-IDX7
48,afl,45,480,69,3254,4010,1,bloaty_fuzz_target-IDX9
49,eclipser,42,900,69,3356,10010,2,bloaty_fuzz_target-IDX9
50,honggfuzz,41,720,69,3747,10,3,bloaty_fuzz_target-IDX9
51,entropic,35,720,69,2020,6010,4,bloaty_fuzz_target-IDX9
52,aflplusplus,33,60,69,1553,2010,5,bloaty_fuzz_target-IDX9
53,libfuzzer,21,120,69,3598,8010,6,bloaty_fuzz_target-IDX9
54,entropic,70,840,1367,1561,6011,1,bloaty_fuzz_target-IDX10
55,honggfuzz,68,720,1367,1376,11,2,bloaty_fuzz_target-IDX10
56,libfuzzer,47,120,1367,1349,8011,3,bloaty_fuzz_target-IDX10
57,aflplusplus,45,900,1367,1326,2011,4,bloaty_fuzz_target-IDX10
58,afl,44,720,1367,1118,4011,5,bloaty_fuzz_target-IDX10
59,eclipser,44,840,1367,1407,10011,6,bloaty_fuzz_target-IDX10
60,eclipser,1014,900,1384,3384,10012,1,bloaty_fuzz_target-IDX11
61,afl,113,600,1384,1287,4012,2,bloaty_fuzz_target-IDX11
62,aflplusplus,86,60,1384,1229,2012,3,bloaty_fuzz_target-IDX11
63,honggfuzz,72,900,1384,1671,12,4,bloaty_fuzz_target-IDX11
64,libfuzzer,41,600,1384,1565,8012,5,bloaty_fuzz_target-IDX11
65,entropic,39,600,1384,1563,6012,6,bloaty_fuzz_target-IDX11
66,eclipser,234,840,1436,1927,10013,1,bloaty_fuzz_target-IDX12
67,afl,223,660,1436,1742,4013,2,bloaty_fuzz_target-IDX12
68,entropic,192,720,1436,1920,6013,3,bloaty_fuzz_target-IDX12
69,aflplusplus,184,60,1436,1455,2013,4,bloaty_fuzz_target-IDX12
70,honggfuzz,177,840,1436,1754,13,5,bloaty_fuzz_target-IDX12
71,libfuzzer,31,60,1436,1511,8013,6,bloaty_fuzz_target-IDX12
72,honggfuzz,21,180,21,4247,15,1,bloaty_fuzz_target-IDX14
73,afl,21,180,21,4035,4015,2,bloaty_fuzz_target-IDX14
74,entropic,20,120,21,3845,6015,3,bloaty_fuzz_target-IDX14
75,libfuzzer,20,420,21,4059,8015,4,bloaty_fuzz_target-IDX14
76,eclipser,20,780,21,4209,10015,5,bloaty_fuzz_target-IDX14
77,aflplusplus,9,60,21,3671,2015,6,bloaty_fuzz_target-IDX14
78,honggfuzz,18,60,18,3954,16,1,bloaty_fuzz_target-IDX15
79,afl,3,60,18,3446,4016,2,bloaty_fuzz_target-IDX15
80,eclipser,3,60,18,3424,10016,3,bloaty_fuzz_target-IDX15
81,libfuzzer,3,60,18,2897,8016,4,bloaty_fuzz_target-IDX15
82,entropic,3,60,18,2775,6016,5,bloaty_fuzz_target-IDX15
83,aflplusplus,3,240,18,3511,2016,6,bloaty_fuzz_target-IDX15
84,afl,78,840,163,4456,4017,1,bloaty_fuzz_target-IDX16
85,libfuzzer,32,60,163,3954,8017,2,bloaty_fuzz_target-IDX16
86,entropic,31,180,163,4178,6017,3,bloaty_fuzz_target-IDX16
87,honggfuzz,30,420,163,4838,17,4,bloaty_fuzz_target-IDX16
88,eclipser,17,360,163,4169,10017,5,bloaty_fuzz_target-IDX16
89,aflplusplus,14,60,163,3920,2017,6,bloaty_fuzz_target-IDX16
90,honggfuzz,325,900,1653,1618,18,1,bloaty_fuzz_target-IDX17
91,entropic,324,480,1653,1580,6018,2,bloaty_fuzz_target-IDX17
92,eclipser,313,660,1653,1531,10018,3,bloaty_fuzz_target-IDX17
93,libfuzzer,260,120,1653,1453,8018,4,bloaty_fuzz_target-IDX17
94,aflplusplus,260,480,1653,1449,2018,5,bloaty_fuzz_target-IDX17
95,afl,248,540,1653,1245,4018,6,bloaty_fuzz_target-IDX17
96,entropic,15,60,15,1727,6019,1,bloaty_fuzz_target-IDX18
97,libfuzzer,15,60,15,1607,8019,2,bloaty_fuzz_target-IDX18
98,honggfuzz,15,60,15,1559,19,3,bloaty_fuzz_target-IDX18
99,afl,15,60,15,1512,4019,4,bloaty_fuzz_target-IDX18
100,eclipser,15,60,15,1487,10019,5,bloaty_fuzz_target-IDX18
101,aflplusplus,15,60,15,1477,2019,6,bloaty_fuzz_target-IDX18
102,honggfuzz,62,540,76,4780,20,1,bloaty_fuzz_target-IDX19
103,entropic,52,240,76,3455,6020,2,bloaty_fuzz_target-IDX19
104,eclipser,52,420,76,4144,10020,3,bloaty_fuzz_target-IDX19
105,libfuzzer,48,720,76,4305,8020,4,bloaty_fuzz_target-IDX19
106,aflplusplus,30,420,76,3741,2020,5,bloaty_fuzz_target-IDX19
107,afl,18,60,76,3698,4020,6,bloaty_fuzz_target-IDX19
108,honggfuzz,34,120,39,4013,21,1,bloaty_fuzz_target-IDX20
109,entropic,34,780,39,4244,6021,2,bloaty_fuzz_target-IDX20
110,aflplusplus,33,60,39,3336,2021,3,bloaty_fuzz_target-IDX20
111,eclipser,33,60,39,3260,10021,4,bloaty_fuzz_target-IDX20
112,afl,33,240,39,3357,4021,5,bloaty_fuzz_target-IDX20
113,libfuzzer,27,60,39,3571,8021,6,bloaty_fuzz_target-IDX20
114,eclipser,1014,900,1381,3360,10022,1,bloaty_fuzz_target-IDX21
115,afl,182,840,1381,1291,4022,2,bloaty_fuzz_target-IDX21
116,libfuzzer,88,300,1381,1538,8022,3,bloaty_fuzz_target-IDX21
117,entropic,83,900,1381,1562,6022,4,bloaty_fuzz_target-IDX21
118,honggfuzz,49,60,1381,1205,22,5,bloaty_fuzz_target-IDX21
119,aflplusplus,48,480,1381,1094,2022,6,bloaty_fuzz_target-IDX21
120,entropic,320,720,1608,1506,6023,1,bloaty_fuzz_target-IDX22
121,honggfuzz,319,660,1608,1350,23,2,bloaty_fuzz_target-IDX22
122,eclipser,260,840,1608,1343,10023,3,bloaty_fuzz_target-IDX22
123,libfuzzer,255,780,1608,1420,8023,4,bloaty_fuzz_target-IDX22
124,aflplusplus,181,720,1608,1351,2023,5,bloaty_fuzz_target-IDX22
125,afl,147,120,1608,1045,4023,6,bloaty_fuzz_target-IDX22
126,eclipser,57,780,62,4702,10024,1,bloaty_fuzz_target-IDX23
127,honggfuzz,39,120,62,4287,24,2,bloaty_fuzz_target-IDX23
128,afl,38,360,62,4243,4024,3,bloaty_fuzz_target-IDX23
129,libfuzzer,38,600,62,4266,8024,4,bloaty_fuzz_target-IDX23
130,aflplusplus,28,60,62,4114,2024,5,bloaty_fuzz_target-IDX23
131,entropic,27,780,62,4446,6024,6,bloaty_fuzz_target-IDX23
132,entropic,142,480,207,4115,6025,1,bloaty_fuzz_target-IDX24
133,libfuzzer,126,840,207,4435,8025,2,bloaty_fuzz_target-IDX24
134,eclipser,115,120,207,4035,10025,3,bloaty_fuzz_target-IDX24
135,honggfuzz,114,120,207,2979,25,4,bloaty_fuzz_target-IDX24
136,afl,90,180,207,3996,4025,5,bloaty_fuzz_target-IDX24
137,aflplusplus,68,60,207,3786,2025,6,bloaty_fuzz_target-IDX24
138,honggfuzz,195,720,465,4323,26,1,bloaty_fuzz_target-IDX25
139,afl,174,360,465,3907,4026,2,bloaty_fuzz_target-IDX25
140,libfuzzer,173,660,465,4074,8026,3,bloaty_fuzz_target-IDX25
141,entropic,173,840,465,3766,6026,4,bloaty_fuzz_target-IDX25
142,eclipser,171,720,465,3945,10026,5,bloaty_fuzz_target-IDX25
143,aflplusplus,158,480,465,3436,2026,6,bloaty_fuzz_target-IDX25
144,afl,54,720,874,1282,4027,1,bloaty_fuzz_target-IDX26
145,eclipser,46,420,874,1371,10027,2,bloaty_fuzz_target-IDX26
146,honggfuzz,45,720,874,1669,27,3,bloaty_fuzz_target-IDX26
147,entropic,44,480,874,1715,6027,4,bloaty_fuzz_target-IDX26
148,aflplusplus,40,60,874,1208,2027,5,bloaty_fuzz_target-IDX26
149,libfuzzer,5,60,874,1490,8027,6,bloaty_fuzz_target-IDX26
150,aflplusplus,20,60,20,3832,2028,1,bloaty_fuzz_target-IDX27
151,honggfuzz,20,60,20,3795,28,2,bloaty_fuzz_target-IDX27
152,afl,20,60,20,3708,4028,3,bloaty_fuzz_target-IDX27
153,entropic,20,60,20,3639,6028,4,bloaty_fuzz_target-IDX27
154,eclipser,20,60,20,3606,10028,5,bloaty_fuzz_target-IDX27
155,libfuzzer,20,60,20,3594,8028,6,bloaty_fuzz_target-IDX27
156,honggfuzz,408,900,627,1414,29,1,bloaty_fuzz_target-IDX28
157,entropic,368,900,627,1500,6029,2,bloaty_fuzz_target-IDX28
158,libfuzzer,324,180,627,1498,8029,3,bloaty_fuzz_target-IDX28
159,eclipser,307,420,627,1347,10029,4,bloaty_fuzz_target-IDX28
160,afl,294,60,627,1037,4029,5,bloaty_fuzz_target-IDX28
161,aflplusplus,294,180,627,1189,2029,6,bloaty_fuzz_target-IDX28
162,aflplusplus,4,60,4,3702,2030,1,bloaty_fuzz_target-IDX29
163,entropic,4,60,4,3657,6030,2,bloaty_fuzz_target-IDX29
164,afl,4,60,4,3556,4030,3,bloaty_fuzz_target-IDX29
165,honggfuzz,4,60,4,3541,30,4,bloaty_fuzz_target-IDX29
166,libfuzzer,4,60,4,3292,8030,5,bloaty_fuzz_target-IDX29
167,eclipser,4,120,4,3770,10030,6,bloaty_fuzz_target-IDX29
168,honggfuzz,82,840,146,1839,31,1,bloaty_fuzz_target-IDX30
169,afl,73,840,146,1566,4031,2,bloaty_fuzz_target-IDX30
170,libfuzzer,72,480,146,1695,8031,3,bloaty_fuzz_target-IDX30
171,entropic,72,660,146,1886,6031,4,bloaty_fuzz_target-IDX30
172,eclipser,68,600,146,1660,10031,5,bloaty_fuzz_target-IDX30
173,aflplusplus,51,600,146,1520,2031,6,bloaty_fuzz_target-IDX30
174,honggfuzz,285,660,479,1713,32,1,bloaty_fuzz_target-IDX31
175,entropic,279,420,479,1526,6032,2,bloaty_fuzz_target-IDX31
176,eclipser,258,420,479,1664,10032,3,bloaty_fuzz_target-IDX31
177,libfuzzer,242,900,479,1462,8032,4,bloaty_fuzz_target-IDX31
178,afl,176,120,479,1245,4032,5,bloaty_fuzz_target-IDX31
179,aflplusplus,168,60,479,1144,2032,6,bloaty_fuzz_target-IDX31
180,afl,170,840,1371,1276,4033,1,bloaty_fuzz_target-IDX32
181,eclipser,150,840,1371,1526,10033,2,bloaty_fuzz_target-IDX32
182,honggfuzz,86,300,1371,1255,33,3,bloaty_fuzz_target-IDX32
183,entropic,77,660,1371,1526,6033,4,bloaty_fuzz_target-IDX32
184,aflplusplus,60,840,1371,1121,2033,5,bloaty_fuzz_target-IDX32
185,libfuzzer,49,420,1371,1460,8033,6,bloaty_fuzz_target-IDX32
186,honggfuzz,148,660,364,4395,34,1,bloaty_fuzz_target-IDX33
187,libfuzzer,115,840,364,4030,8034,2,bloaty_fuzz_target-IDX33
188,afl,113,780,364,3985,4034,3,bloaty_fuzz_target-IDX33
189,aflplusplus,110,240,364,3973,2034,4,bloaty_fuzz_target-IDX33
190,eclipser,109,660,364,4050,10034,5,bloaty_fuzz_target-IDX33
191,entropic,98,720,364,3898,6034,6,bloaty_fuzz_target-IDX33
192,honggfuzz,57,840,262,4349,35,1,bloaty_fuzz_target-IDX34
193,entropic,27,300,262,3485,6035,2,bloaty_fuzz_target-IDX34
194,libfuzzer,25,420,262,3893,8035,3,bloaty_fuzz_target-IDX34
195,eclipser,25,720,262,3994,10035,4,bloaty_fuzz_target-IDX34
196,afl,25,720,262,3927,4035,5,bloaty_fuzz_target-IDX34
197,aflplusplus,14,60,262,3447,2035,6,bloaty_fuzz_target-IDX34
198,honggfuzz,54,60,54,4030,36,1,bloaty_fuzz_target-IDX35
199,entropic,54,120,54,3826,6036,2,bloaty_fuzz_target-IDX35
200,eclipser,54,360,54,4334,10036,3,bloaty_fuzz_target-IDX35
201,libfuzzer,36,600,54,4141,8036,4,bloaty_fuzz_target-IDX35
202,afl,16,60,54,3492,4036,5,bloaty_fuzz_target-IDX35
203,aflplusplus,16,540,54,3676,2036,6,bloaty_fuzz_target-IDX35
204,honggfuzz,257,780,362,1378,37,1,bloaty_fuzz_target-IDX36
205,entropic,250,780,362,1370,6037,2,bloaty_fuzz_target-IDX36
206,aflplusplus,247,120,362,1244,2037,3,bloaty_fuzz_target-IDX36
207,libfuzzer,247,180,362,1489,8037,4,bloaty_fuzz_target-IDX36
208,eclipser,247,240,362,1247,10037,5,bloaty_fuzz_target-IDX36
209,afl,244,60,362,1079,4037,6,bloaty_fuzz_target-IDX36
210,entropic,431,660,510,4556,6038,1,bloaty_fuzz_target-IDX37
211,eclipser,425,600,510,4463,10038,2,bloaty_fuzz_target-IDX37
212,honggfuzz,422,900,510,4469,38,3,bloaty_fuzz_target-IDX37
213,afl,421,720,510,4309,4038,4,bloaty_fuzz_target-IDX37
214,aflplusplus,393,60,510,4033,2038,5,bloaty_fuzz_target-IDX37
215,libfuzzer,338,480,510,4118,8038,6,bloaty_fuzz_target-IDX37
216,libfuzzer,167,60,167,1461,8039,1,bloaty_fuzz_target-IDX38
217,honggfuzz,167,60,167,1241,39,2,bloaty_fuzz_target-IDX38
218,entropic,167,120,167,1413,6039,3,bloaty_fuzz_target-IDX38
219,eclipser,167,120,167,1298,10039,4,bloaty_fuzz_target-IDX38
220,afl,143,60,167,1163,4039,5,bloaty_fuzz_target-IDX38
221,aflplusplus,143,120,167,1149,2039,6,bloaty_fuzz_target-IDX38
222,eclipser,254,900,529,4127,10040,1,bloaty_fuzz_target-IDX39
223,afl,247,840,529,3837,4040,2,bloaty_fuzz_target-IDX39
224,honggfuzz,233,420,529,1355,40,3,bloaty_fuzz_target-IDX39
225,libfuzzer,228,480,529,1434,8040,4,bloaty_fuzz_target-IDX39
226,entropic,227,480,529,1600,6040,5,bloaty_fuzz_target-IDX39
227,aflplusplus,48,120,529,930,2040,6,bloaty_fuzz_target-IDX39
228,eclipser,1167,120,1184,2992,10041,1,bloaty_fuzz_target-IDX40
229,afl,1165,60,1184,3399,4041,2,bloaty_fuzz_target-IDX40
230,aflplusplus,1163,180,1184,2736,2041,3,bloaty_fuzz_target-IDX40
231,honggfuzz,251,480,1184,1458,41,4,bloaty_fuzz_target-IDX40
232,entropic,245,720,1184,1665,6041,5,bloaty_fuzz_target-IDX40
233,libfuzzer,179,300,1184,1503,8041,6,bloaty_fuzz_target-IDX40
234,libfuzzer,23,60,23,1567,8042,1,bloaty_fuzz_target-IDX41
235,eclipser,23,60,23,1497,10042,2,bloaty_fuzz_target-IDX41
236,entropic,23,300,23,1866,6042,3,bloaty_fuzz_target-IDX41
237,honggfuzz,9,60,23,1578,42,4,bloaty_fuzz_target-IDX41
238,aflplusplus,9,60,23,1502,2042,5,bloaty_fuzz_target-IDX41
239,afl,9,60,23,1428,4042,6,bloaty_fuzz_target-IDX41
240,afl,444,720,505,4340,4043,1,bloaty_fuzz_target-IDX42
241,honggfuzz,433,900,505,4593,43,2,bloaty_fuzz_target-IDX42
242,entropic,430,840,505,4494,6043,3,bloaty_fuzz_target-IDX42
243,eclipser,429,840,505,4327,10043,4,bloaty_fuzz_target-IDX42
244,aflplusplus,372,720,505,3872,2043,5,bloaty_fuzz_target-IDX42
245,libfuzzer,371,300,505,4251,8043,6,bloaty_fuzz_target-IDX42
246,honggfuzz,100,720,206,1391,44,1,bloaty_fuzz_target-IDX43
247,eclipser,93,480,206,1411,10044,2,bloaty_fuzz_target-IDX43
248,entropic,93,540,206,1542,6044,3,bloaty_fuzz_target-IDX43
249,aflplusplus,92,900,206,1446,2044,4,bloaty_fuzz_target-IDX43
250,libfuzzer,90,60,206,1236,8044,5,bloaty_fuzz_target-IDX43
251,afl,90,240,206,1098,4044,6,bloaty_fuzz_target-IDX43
252,entropic,188,780,1384,1976,6045,1,bloaty_fuzz_target-IDX44
253,afl,172,660,1384,1650,4045,2,bloaty_fuzz_target-IDX44
254,honggfuzz,160,600,1384,1866,45,3,bloaty_fuzz_target-IDX44
255,eclipser,154,900,1384,1867,10045,4,bloaty_fuzz_target-IDX44
256,libfuzzer,142,660,1384,1877,8045,5,bloaty_fuzz_target-IDX44
257,aflplusplus,104,780,1384,1524,2045,6,bloaty_fuzz_target-IDX44
258,aflplusplus,39,60,160,4079,2046,1,bloaty_fuzz_target-IDX45
259,entropic,36,900,160,4512,6046,2,bloaty_fuzz_target-IDX45
260,honggfuzz,34,840,160,4552,46,3,bloaty_fuzz_target-IDX45
261,libfuzzer,34,840,160,4344,8046,4,bloaty_fuzz_target-IDX45
262,afl,33,540,160,4304,4046,5,bloaty_fuzz_target-IDX45
263,eclipser,20,360,160,4356,10046,6,bloaty_fuzz_target-IDX45
264,entropic,63,120,66,3803,6047,1,bloaty_fuzz_target-IDX46
265,honggfuzz,50,840,66,4802,47,2,bloaty_fuzz_target-IDX46
266,eclipser,32,840,66,4131,10047,3,bloaty_fuzz_target-IDX46
267,libfuzzer,26,600,66,4128,8047,4,bloaty_fuzz_target-IDX46
268,aflplusplus,5,60,66,3681,2047,5,bloaty_fuzz_target-IDX46
269,afl,5,60,66,3471,4047,6,bloaty_fuzz_target-IDX46
270,afl,329,480,392,4187,4048,1,bloaty_fuzz_target-IDX47
271,honggfuzz,321,900,392,4389,48,2,bloaty_fuzz_target-IDX47
272,eclipser,320,900,392,4195,10048,3,bloaty_fuzz_target-IDX47
273,libfuzzer,309,900,392,4420,8048,4,bloaty_fuzz_target-IDX47
274,entropic,272,780,392,4365,6048,5,bloaty_fuzz_target-IDX47
275,aflplusplus,270,60,392,3968,2048,6,bloaty_fuzz_target-IDX47
276,honggfuzz,65,60,93,3663,49,1,bloaty_fuzz_target-IDX48
277,entropic,57,900,93,4368,6049,2,bloaty_fuzz_target-IDX48
278,libfuzzer,52,780,93,4167,8049,3,bloaty_fuzz_target-IDX48
279,eclipser,48,540,93,4111,10049,4,bloaty_fuzz_target-IDX48
280,aflplusplus,15,60,93,3634,2049,5,bloaty_fuzz_target-IDX48
281,afl,15,60,93,3426,4049,6,bloaty_fuzz_target-IDX48
282,afl,237,900,1173,1671,4050,1,bloaty_fuzz_target-IDX49
283,libfuzzer,234,840,1173,1878,8050,2,bloaty_fuzz_target-IDX49
284,honggfuzz,232,780,1173,1828,50,3,bloaty_fuzz_target-IDX49
285,entropic,208,480,1173,2030,6050,4,bloaty_fuzz_target-IDX49
286,eclipser,174,660,1173,1735,10050,5,bloaty_fuzz_target-IDX49
287,aflplusplus,130,60,1173,1481,2050,6,bloaty_fuzz_target-IDX49
288,honggfuzz,202,540,532,4138,51,1,bloaty_fuzz_target-IDX50
289,eclipser,173,540,532,3949,10051,2,bloaty_fuzz_target-IDX50
290,afl,169,180,532,3543,4051,3,bloaty_fuzz_target-IDX50
291,entropic,169,540,532,3676,6051,4,bloaty_fuzz_target-IDX50
292,libfuzzer,164,480,532,3949,8051,5,bloaty_fuzz_target-IDX50
293,aflplusplus,163,120,532,3496,2051,6,bloaty_fuzz_target-IDX50
294,aflplusplus,19,60,43,3807,2052,1,bloaty_fuzz_target-IDX51
295,eclipser,19,60,43,3695,10052,2,bloaty_fuzz_target-IDX51
296,afl,19,60,43,3434,4052,3,bloaty_fuzz_target-IDX51
297,libfuzzer,18,480,43,3751,8052,4,bloaty_fuzz_target-IDX51
298,honggfuzz,18,720,43,4519,52,5,bloaty_fuzz_target-IDX51
299,entropic,6,60,43,3293,6052,6,bloaty_fuzz_target-IDX51
300,libfuzzer,160,180,1528,1568,8053,1,bloaty_fuzz_target-IDX52
301,honggfuzz,154,900,1528,1378,53,2,bloaty_fuzz_target-IDX52
302,afl,124,420,1528,1106,4053,3,bloaty_fuzz_target-IDX52
303,eclipser,123,660,1528,1419,10053,4,bloaty_fuzz_target-IDX52
304,entropic,58,480,1528,1461,6053,5,bloaty_fuzz_target-IDX52
305,aflplusplus,43,480,1528,1095,2053,6,bloaty_fuzz_target-IDX52
306,afl,279,900,288,4421,4055,1,bloaty_fuzz_target-IDX54
307,honggfuzz,272,540,288,4262,55,2,bloaty_fuzz_target-IDX54
308,entropic,272,660,288,4463,6055,3,bloaty_fuzz_target-IDX54
309,eclipser,271,660,288,4359,10055,4,bloaty_fuzz_target-IDX54
310,aflplusplus,232,60,288,3802,2055,5,bloaty_fuzz_target-IDX54
311,libfuzzer,226,480,288,4292,8055,6,bloaty_fuzz_target-IDX54
312,eclipser,1233,840,1281,4212,10056,1,bloaty_fuzz_target-IDX55
313,afl,343,900,1281,1746,4056,2,bloaty_fuzz_target-IDX55
314,honggfuzz,340,840,1281,1985,56,3,bloaty_fuzz_target-IDX55
315,entropic,317,900,1281,2067,6056,4,bloaty_fuzz_target-IDX55
316,aflplusplus,234,60,1281,1531,2056,5,bloaty_fuzz_target-IDX55
317,libfuzzer,42,120,1281,1405,8056,6,bloaty_fuzz_target-IDX55
318,entropic,128,840,199,4461,6057,1,bloaty_fuzz_target-IDX56
319,libfuzzer,109,540,199,4320,8057,2,bloaty_fuzz_target-IDX56
320,honggfuzz,106,360,199,4275,57,3,bloaty_fuzz_target-IDX56
321,eclipser,106,480,199,4200,10057,4,bloaty_fuzz_target-IDX56
322,aflplusplus,83,60,199,3945,2057,5,bloaty_fuzz_target-IDX56
323,afl,59,60,199,3873,4057,6,bloaty_fuzz_target-IDX56
324,eclipser,787,840,1107,3849,10058,1,bloaty_fuzz_target-IDX57
325,afl,777,480,1107,3488,4058,2,bloaty_fuzz_target-IDX57
326,honggfuzz,68,480,1107,1408,58,3,bloaty_fuzz_target-IDX57
327,entropic,68,840,1107,1708,6058,4,bloaty_fuzz_target-IDX57
328,aflplusplus,59,120,1107,1352,2058,5,bloaty_fuzz_target-IDX57
329,libfuzzer,31,60,1107,1445,8058,6,bloaty_fuzz_target-IDX57
330,honggfuzz,61,900,1365,1389,59,1,bloaty_fuzz_target-IDX58
331,entropic,39,720,1365,1547,6059,2,bloaty_fuzz_target-IDX58
332,libfuzzer,36,60,1365,1320,8059,3,bloaty_fuzz_target-IDX58
333,eclipser,32,300,1365,1243,10059,4,bloaty_fuzz_target-IDX58
334,aflplusplus,32,420,1365,1202,2059,5,bloaty_fuzz_target-IDX58
335,afl,31,900,1365,1110,4059,6,bloaty_fuzz_target-IDX58
336,afl,89,900,276,1276,4060,1,bloaty_fuzz_target-IDX59
337,honggfuzz,66,900,276,1637,60,2,bloaty_fuzz_target-IDX59
338,libfuzzer,45,60,276,1504,8060,3,bloaty_fuzz_target-IDX59
339,entropic,45,60,276,1298,6060,4,bloaty_fuzz_target-IDX59
340,eclipser,44,240,276,1431,10060,5,bloaty_fuzz_target-IDX59
341,aflplusplus,35,60,276,1133,2060,6,bloaty_fuzz_target-IDX59
342,libfuzzer,45,240,50,1474,8061,1,bloaty_fuzz_target-IDX60
343,honggfuzz,45,900,50,1425,61,2,bloaty_fuzz_target-IDX60
344,entropic,36,60,50,1427,6061,3,bloaty_fuzz_target-IDX60
345,eclipser,36,540,50,1425,10061,4,bloaty_fuzz_target-IDX60
346,aflplusplus,3,60,50,1235,2061,5,bloaty_fuzz_target-IDX60
347,afl,3,60,50,1214,4061,6,bloaty_fuzz_target-IDX60
348,entropic,306,840,496,4072,6063,1,bloaty_fuzz_target-IDX62
349,honggfuzz,300,840,496,4085,63,2,bloaty_fuzz_target-IDX62
350,afl,263,780,496,3998,4063,3,bloaty_fuzz_target-IDX62
351,eclipser,256,600,496,4038,10063,4,bloaty_fuzz_target-IDX62
352,libfuzzer,253,540,496,3941,8063,5,bloaty_fuzz_target-IDX62
353,aflplusplus,182,900,496,3514,2063,6,bloaty_fuzz_target-IDX62
354,afl,15,240,39,3968,4065,1,bloaty_fuzz_target-IDX64
355,eclipser,15,900,39,4070,10065,2,bloaty_fuzz_target-IDX64
356,entropic,14,300,39,4002,6065,3,bloaty_fuzz_target-IDX64
357,aflplusplus,13,60,39,3830,2065,4,bloaty_fuzz_target-IDX64
358,libfuzzer,13,180,39,3925,8065,5,bloaty_fuzz_target-IDX64
359,honggfuzz,12,60,39,3809,65,6,bloaty_fuzz_target-IDX64
