,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
61,entropic,90,720,326,3891,6011,2,bloaty_fuzz_target-IDX10
62,afl,73,900,326,4120,4011,3,bloaty_fuzz_target-IDX10
63,eclipser,71,840,326,4010,10011,4,bloaty_fuzz_target-IDX10
64,libfuzzer,64,120,326,3783,8011,5,bloaty_fuzz_target-IDX10
65,aflplusplus,50,180,326,2787,2011,6,bloaty_fuzz_target-IDX10
66,honggfuzz,120,540,158,4417,12,1,bloaty_fuzz_target-IDX11
67,entropic,120,720,158,4493,6012,2,bloaty_fuzz_target-IDX11
68,afl,107,720,158,4200,4012,3,bloaty_fuzz_target-IDX11
69,eclipser,104,480,158,4213,10012,4,bloaty_fuzz_target-IDX11
70,libfuzzer,103,540,158,4241,8012,5,bloaty_fuzz_target-IDX11
71,aflplusplus,93,420,158,3626,2012,6,bloaty_fuzz_target-IDX11
72,afl,1486,840,1963,4200,4013,1,bloaty_fuzz_target-IDX12
73,eclipser,1484,720,1963,4167,10013,2,bloaty_fuzz_target-IDX12
74,honggfuzz,316,900,1963,1707,13,3,bloaty_fuzz_target-IDX12
75,libfuzzer,300,780,1963,1514,8013,4,bloaty_fuzz_target-IDX12
76,entropic,223,180,1963,1360,6013,5,bloaty_fuzz_target-IDX12
77,aflplusplus,34,60,1963,937,2013,6,bloaty_fuzz_target-IDX12
78,honggfuzz,263,840,1202,1881,14,1,bloaty_fuzz_target-IDX13
79,eclipser,257,900,1202,1953,10014,2,bloaty_fuzz_target-IDX13
80,afl,256,420,1202,1668,4014,3,bloaty_fuzz_target-IDX13
81,entropic,212,720,1202,1964,6014,4,bloaty_fuzz_target-IDX13
82,aflplusplus,172,60,1202,1485,2014,5,bloaty_fuzz_target-IDX13
83,libfuzzer,147,540,1202,1840,8014,6,bloaty_fuzz_target-IDX13
84,eclipser,84,240,84,3701,10015,1,bloaty_fuzz_target-IDX14
85,honggfuzz,84,480,84,1739,15,2,bloaty_fuzz_target-IDX14
86,libfuzzer,73,60,84,1785,8015,3,bloaty_fuzz_target-IDX14
87,entropic,73,540,84,1845,6015,4,bloaty_fuzz_target-IDX14
88,afl,61,120,84,1609,4015,5,bloaty_fuzz_target-IDX14
89,aflplusplus,45,60,84,1460,2015,6,bloaty_fuzz_target-IDX14
90,afl,199,900,1556,1694,4016,1,bloaty_fuzz_target-IDX15
91,eclipser,189,840,1556,1986,10016,2,bloaty_fuzz_target-IDX15
92,libfuzzer,187,660,1556,1897,8016,3,bloaty_fuzz_target-IDX15
93,entropic,185,600,1556,2046,6016,4,bloaty_fuzz_target-IDX15
94,honggfuzz,177,840,1556,1761,16,5,bloaty_fuzz_target-IDX15
95,aflplusplus,125,240,1556,1561,2016,6,bloaty_fuzz_target-IDX15
96,afl,460,780,483,4346,4017,1,bloaty_fuzz_target-IDX16
97,eclipser,457,840,483,4443,10017,2,bloaty_fuzz_target-IDX16
98,entropic,448,900,483,4441,6017,3,bloaty_fuzz_target-IDX16
99,libfuzzer,446,840,483,4496,8017,4,bloaty_fuzz_target-IDX16
100,honggfuzz,440,900,483,4592,17,5,bloaty_fuzz_target-IDX16
101,aflplusplus,382,60,483,3840,2017,6,bloaty_fuzz_target-IDX16
102,entropic,278,600,1432,1934,6018,1,bloaty_fuzz_target-IDX17
103,honggfuzz,256,780,1432,1776,18,2,bloaty_fuzz_target-IDX17
104,libfuzzer,236,360,1432,1810,8018,3,bloaty_fuzz_target-IDX17
105,eclipser,209,840,1432,1890,10018,4,bloaty_fuzz_target-IDX17
106,afl,207,780,1432,1668,4018,5,bloaty_fuzz_target-IDX17
107,aflplusplus,122,900,1432,1509,2018,6,bloaty_fuzz_target-IDX17
108,honggfuzz,217,600,552,4159,19,1,bloaty_fuzz_target-IDX18
109,entropic,183,720,552,4035,6019,2,bloaty_fuzz_target-IDX18
110,afl,182,480,552,3952,4019,3,bloaty_fuzz_target-IDX18
111,libfuzzer,181,600,552,3951,8019,4,bloaty_fuzz_target-IDX18
112,eclipser,180,660,552,4064,10019,5,bloaty_fuzz_target-IDX18
113,aflplusplus,179,60,552,3587,2019,6,bloaty_fuzz_target-IDX18
114,honggfuzz,440,780,1984,1550,20,1,bloaty_fuzz_target-IDX19
115,afl,426,900,1984,1175,4020,2,bloaty_fuzz_target-IDX19
116,aflplusplus,378,900,1984,1172,2020,3,bloaty_fuzz_target-IDX19
117,entropic,357,660,1984,1475,6020,4,bloaty_fuzz_target-IDX19
118,libfuzzer,355,720,1984,1427,8020,5,bloaty_fuzz_target-IDX19
119,eclipser,333,900,1984,1326,10020,6,bloaty_fuzz_target-IDX19
120,honggfuzz,411,900,1411,1716,21,1,bloaty_fuzz_target-IDX20
121,eclipser,352,720,1411,1610,10021,2,bloaty_fuzz_target-IDX20
122,libfuzzer,294,180,1411,1432,8021,3,bloaty_fuzz_target-IDX20
123,entropic,287,120,1411,1464,6021,4,bloaty_fuzz_target-IDX20
124,afl,260,840,1411,1283,4021,5,bloaty_fuzz_target-IDX20
125,aflplusplus,239,180,1411,1249,2021,6,bloaty_fuzz_target-IDX20
126,honggfuzz,54,360,61,4827,22,1,bloaty_fuzz_target-IDX21
127,eclipser,53,60,61,4375,10022,2,bloaty_fuzz_target-IDX21
128,afl,53,180,61,4554,4022,3,bloaty_fuzz_target-IDX21
129,entropic,53,840,61,4640,6022,4,bloaty_fuzz_target-IDX21
130,libfuzzer,51,840,61,4676,8022,5,bloaty_fuzz_target-IDX21
131,aflplusplus,42,540,61,4233,2022,6,bloaty_fuzz_target-IDX21
132,honggfuzz,560,900,612,4642,23,1,bloaty_fuzz_target-IDX22
133,eclipser,493,780,612,4350,10023,2,bloaty_fuzz_target-IDX22
134,afl,476,840,612,4214,4023,3,bloaty_fuzz_target-IDX22
135,libfuzzer,420,900,612,4209,8023,4,bloaty_fuzz_target-IDX22
136,aflplusplus,367,420,612,3793,2023,5,bloaty_fuzz_target-IDX22
137,entropic,238,900,612,3898,6023,6,bloaty_fuzz_target-IDX22
138,libfuzzer,401,840,473,4379,8024,1,bloaty_fuzz_target-IDX23
139,honggfuzz,381,900,473,4992,24,2,bloaty_fuzz_target-IDX23
140,eclipser,365,900,473,4428,10024,3,bloaty_fuzz_target-IDX23
141,afl,338,720,473,4353,4024,4,bloaty_fuzz_target-IDX23
142,entropic,316,900,473,4375,6024,5,bloaty_fuzz_target-IDX23
143,aflplusplus,237,540,473,3802,2024,6,bloaty_fuzz_target-IDX23
144,honggfuzz,84,540,91,4630,25,1,bloaty_fuzz_target-IDX24
145,afl,69,780,91,4451,4025,2,bloaty_fuzz_target-IDX24
146,eclipser,67,540,91,4411,10025,3,bloaty_fuzz_target-IDX24
147,entropic,62,660,91,4221,6025,4,bloaty_fuzz_target-IDX24
148,libfuzzer,62,840,91,4400,8025,5,bloaty_fuzz_target-IDX24
149,aflplusplus,41,60,91,3832,2025,6,bloaty_fuzz_target-IDX24
150,eclipser,1093,900,1206,4332,10026,1,bloaty_fuzz_target-IDX25
151,afl,134,780,1206,1597,4026,2,bloaty_fuzz_target-IDX25
152,honggfuzz,125,900,1206,1976,26,3,bloaty_fuzz_target-IDX25
153,entropic,119,780,1206,1953,6026,4,bloaty_fuzz_target-IDX25
154,aflplusplus,94,660,1206,1502,2026,5,bloaty_fuzz_target-IDX25
155,libfuzzer,76,900,1206,1806,8026,6,bloaty_fuzz_target-IDX25
156,honggfuzz,294,900,1438,1930,27,1,bloaty_fuzz_target-IDX26
157,entropic,293,900,1438,2110,6027,2,bloaty_fuzz_target-IDX26
158,libfuzzer,254,900,1438,2034,8027,3,bloaty_fuzz_target-IDX26
159,eclipser,253,840,1438,1932,10027,4,bloaty_fuzz_target-IDX26
160,afl,232,900,1438,1680,4027,5,bloaty_fuzz_target-IDX26
161,aflplusplus,129,540,1438,1495,2027,6,bloaty_fuzz_target-IDX26
162,afl,445,840,2181,1192,4028,1,bloaty_fuzz_target-IDX27
163,honggfuzz,408,840,2181,1626,28,2,bloaty_fuzz_target-IDX27
164,eclipser,390,120,2181,1273,10028,3,bloaty_fuzz_target-IDX27
165,libfuzzer,386,120,2181,1338,8028,4,bloaty_fuzz_target-IDX27
166,aflplusplus,338,120,2181,1137,2028,5,bloaty_fuzz_target-IDX27
167,entropic,321,360,2181,1467,6028,6,bloaty_fuzz_target-IDX27
168,honggfuzz,324,480,1665,1336,29,1,bloaty_fuzz_target-IDX28
169,eclipser,324,840,1665,1408,10029,2,bloaty_fuzz_target-IDX28
170,entropic,263,420,1665,1431,6029,3,bloaty_fuzz_target-IDX28
171,aflplusplus,256,660,1665,1440,2029,4,bloaty_fuzz_target-IDX28
172,libfuzzer,184,180,1665,1295,8029,5,bloaty_fuzz_target-IDX28
173,afl,149,300,1665,1046,4029,6,bloaty_fuzz_target-IDX28
174,entropic,42,720,46,4191,6030,1,bloaty_fuzz_target-IDX29
175,libfuzzer,42,780,46,4394,8030,2,bloaty_fuzz_target-IDX29
176,eclipser,41,420,46,4218,10030,3,bloaty_fuzz_target-IDX29
177,afl,31,480,46,4138,4030,4,bloaty_fuzz_target-IDX29
178,honggfuzz,31,660,46,4599,30,5,bloaty_fuzz_target-IDX29
179,aflplusplus,29,660,46,3733,2030,6,bloaty_fuzz_target-IDX29
180,honggfuzz,439,900,596,4715,31,1,bloaty_fuzz_target-IDX30
181,entropic,391,840,596,4241,6031,2,bloaty_fuzz_target-IDX30
182,eclipser,364,780,596,4327,10031,3,bloaty_fuzz_target-IDX30
183,afl,353,900,596,3978,4031,4,bloaty_fuzz_target-IDX30
184,aflplusplus,301,300,596,3942,2031,5,bloaty_fuzz_target-IDX30
185,libfuzzer,294,780,596,3887,8031,6,bloaty_fuzz_target-IDX30
186,eclipser,484,840,558,4674,10032,1,bloaty_fuzz_target-IDX31
187,afl,477,900,558,4349,4032,2,bloaty_fuzz_target-IDX31
188,entropic,468,900,558,4677,6032,3,bloaty_fuzz_target-IDX31
189,honggfuzz,466,900,558,4595,32,4,bloaty_fuzz_target-IDX31
190,aflplusplus,408,120,558,3919,2032,5,bloaty_fuzz_target-IDX31
191,libfuzzer,379,900,558,4201,8032,6,bloaty_fuzz_target-IDX31
192,eclipser,379,660,382,4401,10033,1,bloaty_fuzz_target-IDX32
193,afl,376,660,382,4222,4033,2,bloaty_fuzz_target-IDX32
194,honggfuzz,373,840,382,3778,33,3,bloaty_fuzz_target-IDX32
195,libfuzzer,371,900,382,3763,8033,4,bloaty_fuzz_target-IDX32
196,entropic,369,600,382,4288,6033,5,bloaty_fuzz_target-IDX32
197,aflplusplus,314,60,382,3246,2033,6,bloaty_fuzz_target-IDX32
198,afl,380,720,437,4505,4034,1,bloaty_fuzz_target-IDX33
199,eclipser,369,840,437,4572,10034,2,bloaty_fuzz_target-IDX33
200,entropic,366,540,437,4644,6034,3,bloaty_fuzz_target-IDX33
201,honggfuzz,352,420,437,4493,34,4,bloaty_fuzz_target-IDX33
202,aflplusplus,311,120,437,4080,2034,5,bloaty_fuzz_target-IDX33
203,libfuzzer,306,840,437,4342,8034,6,bloaty_fuzz_target-IDX33
204,entropic,106,480,329,4365,6035,1,bloaty_fuzz_target-IDX34
205,libfuzzer,105,600,329,4275,8035,2,bloaty_fuzz_target-IDX34
206,honggfuzz,94,660,329,4533,35,3,bloaty_fuzz_target-IDX34
207,afl,89,600,329,4480,4035,4,bloaty_fuzz_target-IDX34
208,eclipser,88,360,329,4422,10035,5,bloaty_fuzz_target-IDX34
209,aflplusplus,73,120,329,3967,2035,6,bloaty_fuzz_target-IDX34
210,aflplusplus,46,60,46,3823,2036,1,bloaty_fuzz_target-IDX35
211,eclipser,46,60,46,3766,10036,2,bloaty_fuzz_target-IDX35
212,honggfuzz,46,120,46,4222,36,3,bloaty_fuzz_target-IDX35
213,afl,46,120,46,3834,4036,4,bloaty_fuzz_target-IDX35
214,entropic,46,120,46,3705,6036,5,bloaty_fuzz_target-IDX35
215,libfuzzer,45,120,46,3742,8036,6,bloaty_fuzz_target-IDX35
216,entropic,453,900,517,4539,6037,1,bloaty_fuzz_target-IDX36
217,eclipser,452,780,517,4430,10037,2,bloaty_fuzz_target-IDX36
218,honggfuzz,448,780,517,4514,37,3,bloaty_fuzz_target-IDX36
219,afl,445,780,517,4287,4037,4,bloaty_fuzz_target-IDX36
220,aflplusplus,373,60,517,3814,2037,5,bloaty_fuzz_target-IDX36
221,libfuzzer,356,900,517,4354,8037,6,bloaty_fuzz_target-IDX36
222,honggfuzz,181,840,264,1883,38,1,bloaty_fuzz_target-IDX37
223,eclipser,157,780,264,1786,10038,2,bloaty_fuzz_target-IDX37
224,libfuzzer,148,360,264,1893,8038,3,bloaty_fuzz_target-IDX37
225,afl,140,900,264,1690,4038,4,bloaty_fuzz_target-IDX37
226,entropic,136,840,264,1940,6038,5,bloaty_fuzz_target-IDX37
227,aflplusplus,70,60,264,1474,2038,6,bloaty_fuzz_target-IDX37
228,afl,110,840,1684,1323,4039,1,bloaty_fuzz_target-IDX38
229,honggfuzz,102,900,1684,1645,39,2,bloaty_fuzz_target-IDX38
230,entropic,92,840,1684,1712,6039,3,bloaty_fuzz_target-IDX38
231,eclipser,91,540,1684,1514,10039,4,bloaty_fuzz_target-IDX38
232,libfuzzer,75,240,1684,1629,8039,5,bloaty_fuzz_target-IDX38
233,aflplusplus,73,60,1684,1325,2039,6,bloaty_fuzz_target-IDX38
234,honggfuzz,849,780,902,4747,40,1,bloaty_fuzz_target-IDX39
235,afl,805,900,902,4436,4040,2,bloaty_fuzz_target-IDX39
236,eclipser,741,840,902,4533,10040,3,bloaty_fuzz_target-IDX39
237,libfuzzer,702,900,902,4263,8040,4,bloaty_fuzz_target-IDX39
238,entropic,577,780,902,4308,6040,5,bloaty_fuzz_target-IDX39
239,aflplusplus,319,60,902,3550,2040,6,bloaty_fuzz_target-IDX39
240,entropic,352,840,383,4628,6041,1,bloaty_fuzz_target-IDX40
241,eclipser,330,900,383,4465,10041,2,bloaty_fuzz_target-IDX40
242,afl,303,420,383,4217,4041,3,bloaty_fuzz_target-IDX40
243,honggfuzz,303,780,383,4308,41,4,bloaty_fuzz_target-IDX40
244,aflplusplus,278,60,383,3906,2041,5,bloaty_fuzz_target-IDX40
245,libfuzzer,136,660,383,4058,8041,6,bloaty_fuzz_target-IDX40
246,libfuzzer,298,720,1505,1902,8042,1,bloaty_fuzz_target-IDX41
247,honggfuzz,225,780,1505,1881,42,2,bloaty_fuzz_target-IDX41
248,afl,207,900,1505,1630,4042,3,bloaty_fuzz_target-IDX41
249,eclipser,200,660,1505,1773,10042,4,bloaty_fuzz_target-IDX41
250,entropic,194,780,1505,1871,6042,5,bloaty_fuzz_target-IDX41
251,aflplusplus,137,60,1505,1476,2042,6,bloaty_fuzz_target-IDX41
252,honggfuzz,107,840,107,4924,43,1,bloaty_fuzz_target-IDX42
253,entropic,88,840,107,4397,6043,2,bloaty_fuzz_target-IDX42
254,libfuzzer,85,840,107,4220,8043,3,bloaty_fuzz_target-IDX42
255,eclipser,48,480,107,4223,10043,4,bloaty_fuzz_target-IDX42
256,afl,42,240,107,3910,4043,5,bloaty_fuzz_target-IDX42
257,aflplusplus,30,60,107,3632,2043,6,bloaty_fuzz_target-IDX42
258,afl,113,900,1364,1255,4044,1,bloaty_fuzz_target-IDX43
259,entropic,87,600,1364,1621,6044,2,bloaty_fuzz_target-IDX43
260,honggfuzz,85,720,1364,1438,44,3,bloaty_fuzz_target-IDX43
261,eclipser,80,840,1364,1442,10044,4,bloaty_fuzz_target-IDX43
262,aflplusplus,69,120,1364,1162,2044,5,bloaty_fuzz_target-IDX43
263,libfuzzer,61,420,1364,1383,8044,6,bloaty_fuzz_target-IDX43
264,entropic,538,480,679,4479,6045,1,bloaty_fuzz_target-IDX44
265,eclipser,516,840,679,4592,10045,2,bloaty_fuzz_target-IDX44
266,honggfuzz,500,900,679,4378,45,3,bloaty_fuzz_target-IDX44
267,afl,499,720,679,4340,4045,4,bloaty_fuzz_target-IDX44
268,aflplusplus,394,60,679,3815,2045,5,bloaty_fuzz_target-IDX44
269,libfuzzer,293,900,679,4219,8045,6,bloaty_fuzz_target-IDX44
270,honggfuzz,103,720,150,4571,46,1,bloaty_fuzz_target-IDX45
271,entropic,99,660,150,4561,6046,2,bloaty_fuzz_target-IDX45
272,eclipser,80,360,150,4342,10046,3,bloaty_fuzz_target-IDX45
273,aflplusplus,76,180,150,3987,2046,4,bloaty_fuzz_target-IDX45
274,libfuzzer,69,300,150,4115,8046,5,bloaty_fuzz_target-IDX45
275,afl,30,180,150,4083,4046,6,bloaty_fuzz_target-IDX45
276,entropic,308,840,1467,2089,6047,1,bloaty_fuzz_target-IDX46
277,honggfuzz,277,840,1467,2030,47,2,bloaty_fuzz_target-IDX46
278,libfuzzer,259,840,1467,1857,8047,3,bloaty_fuzz_target-IDX46
279,eclipser,248,840,1467,1861,10047,4,bloaty_fuzz_target-IDX46
280,afl,240,720,1467,1654,4047,5,bloaty_fuzz_target-IDX46
281,aflplusplus,97,840,1467,1418,2047,6,bloaty_fuzz_target-IDX46
282,honggfuzz,82,900,88,4891,48,1,bloaty_fuzz_target-IDX47
283,entropic,69,720,88,4366,6048,2,bloaty_fuzz_target-IDX47
284,aflplusplus,68,420,88,3730,2048,3,bloaty_fuzz_target-IDX47
285,eclipser,68,660,88,4285,10048,4,bloaty_fuzz_target-IDX47
286,afl,67,780,88,4356,4048,5,bloaty_fuzz_target-IDX47
287,libfuzzer,61,900,88,4160,8048,6,bloaty_fuzz_target-IDX47
288,entropic,120,600,680,1694,6049,1,bloaty_fuzz_target-IDX48
289,honggfuzz,117,900,680,1682,49,2,bloaty_fuzz_target-IDX48
290,eclipser,108,720,680,1564,10049,3,bloaty_fuzz_target-IDX48
291,aflplusplus,99,900,680,1337,2049,4,bloaty_fuzz_target-IDX48
292,afl,97,900,680,1305,4049,5,bloaty_fuzz_target-IDX48
293,libfuzzer,82,120,680,1580,8049,6,bloaty_fuzz_target-IDX48
294,entropic,147,840,433,4416,6050,1,bloaty_fuzz_target-IDX49
295,honggfuzz,138,660,433,4465,50,2,bloaty_fuzz_target-IDX49
296,libfuzzer,127,540,433,4276,8050,3,bloaty_fuzz_target-IDX49
297,eclipser,116,840,433,4469,10050,4,bloaty_fuzz_target-IDX49
298,afl,110,660,433,4400,4050,5,bloaty_fuzz_target-IDX49
299,aflplusplus,69,60,433,4013,2050,6,bloaty_fuzz_target-IDX49
300,entropic,608,900,712,4516,6051,1,bloaty_fuzz_target-IDX50
301,libfuzzer,571,900,712,4260,8051,2,bloaty_fuzz_target-IDX50
302,honggfuzz,557,600,712,4273,51,3,bloaty_fuzz_target-IDX50
303,eclipser,552,720,712,4381,10051,4,bloaty_fuzz_target-IDX50
304,afl,519,540,712,4389,4051,5,bloaty_fuzz_target-IDX50
305,aflplusplus,473,60,712,3852,2051,6,bloaty_fuzz_target-IDX50
306,eclipser,1098,300,1098,3798,10052,1,bloaty_fuzz_target-IDX51
307,honggfuzz,1098,300,1098,3695,52,2,bloaty_fuzz_target-IDX51
308,afl,1098,360,1098,3595,4052,3,bloaty_fuzz_target-IDX51
309,libfuzzer,1066,240,1098,3728,8052,4,bloaty_fuzz_target-IDX51
310,entropic,1065,780,1098,3885,6052,5,bloaty_fuzz_target-IDX51
311,aflplusplus,149,420,1098,1734,2052,6,bloaty_fuzz_target-IDX51
312,honggfuzz,239,840,1763,1698,53,1,bloaty_fuzz_target-IDX52
313,eclipser,209,840,1763,1635,10053,2,bloaty_fuzz_target-IDX52
314,libfuzzer,167,180,1763,1353,8053,3,bloaty_fuzz_target-IDX52
315,entropic,145,900,1763,1503,6053,4,bloaty_fuzz_target-IDX52
316,afl,106,900,1763,1273,4053,5,bloaty_fuzz_target-IDX52
317,aflplusplus,41,660,1763,1371,2053,6,bloaty_fuzz_target-IDX52
318,honggfuzz,132,840,153,4569,54,1,bloaty_fuzz_target-IDX53
319,eclipser,122,660,153,4230,10054,2,bloaty_fuzz_target-IDX53
320,entropic,119,900,153,4160,6054,3,bloaty_fuzz_target-IDX53
321,libfuzzer,116,720,153,4173,8054,4,bloaty_fuzz_target-IDX53
322,afl,94,720,153,4181,4054,5,bloaty_fuzz_target-IDX53
323,aflplusplus,69,60,153,3520,2054,6,bloaty_fuzz_target-IDX53
324,honggfuzz,365,900,1646,1674,55,1,bloaty_fuzz_target-IDX54
325,afl,348,780,1646,1236,4055,2,bloaty_fuzz_target-IDX54
326,entropic,342,120,1646,1414,6055,3,bloaty_fuzz_target-IDX54
327,eclipser,341,300,1646,1334,10055,4,bloaty_fuzz_target-IDX54
328,libfuzzer,331,120,1646,1518,8055,5,bloaty_fuzz_target-IDX54
329,aflplusplus,313,120,1646,1213,2055,6,bloaty_fuzz_target-IDX54
330,afl,57,840,57,4419,4056,1,bloaty_fuzz_target-IDX55
331,honggfuzz,34,840,57,4804,56,2,bloaty_fuzz_target-IDX55
332,eclipser,33,420,57,4027,10056,3,bloaty_fuzz_target-IDX55
333,aflplusplus,31,60,57,3613,2056,4,bloaty_fuzz_target-IDX55
334,entropic,31,300,57,3898,6056,5,bloaty_fuzz_target-IDX55
335,libfuzzer,30,720,57,4225,8056,6,bloaty_fuzz_target-IDX55
336,eclipser,382,900,1584,1578,10057,1,bloaty_fuzz_target-IDX56
337,afl,381,840,1584,1278,4057,2,bloaty_fuzz_target-IDX56
338,entropic,298,360,1584,1576,6057,3,bloaty_fuzz_target-IDX56
339,aflplusplus,291,780,1584,1137,2057,4,bloaty_fuzz_target-IDX56
340,libfuzzer,287,120,1584,1353,8057,5,bloaty_fuzz_target-IDX56
341,honggfuzz,282,720,1584,1389,57,6,bloaty_fuzz_target-IDX56
342,honggfuzz,313,600,543,4139,58,1,bloaty_fuzz_target-IDX57
343,afl,280,720,543,3983,4058,2,bloaty_fuzz_target-IDX57
344,libfuzzer,274,300,543,3880,8058,3,bloaty_fuzz_target-IDX57
345,eclipser,269,900,543,4064,10058,4,bloaty_fuzz_target-IDX57
346,entropic,263,840,543,3945,6058,5,bloaty_fuzz_target-IDX57
347,aflplusplus,258,540,543,3538,2058,6,bloaty_fuzz_target-IDX57
348,afl,22,60,48,3770,4059,1,bloaty_fuzz_target-IDX58
349,eclipser,22,300,48,3905,10059,2,bloaty_fuzz_target-IDX58
350,aflplusplus,21,60,48,3784,2059,3,bloaty_fuzz_target-IDX58
351,entropic,20,300,48,4080,6059,4,bloaty_fuzz_target-IDX58
352,honggfuzz,20,420,48,4254,59,5,bloaty_fuzz_target-IDX58
353,libfuzzer,19,240,48,4048,8059,6,bloaty_fuzz_target-IDX58
354,honggfuzz,1320,900,1398,4521,60,1,bloaty_fuzz_target-IDX59
355,afl,1313,900,1398,4128,4060,2,bloaty_fuzz_target-IDX59
356,eclipser,1283,900,1398,4199,10060,3,bloaty_fuzz_target-IDX59
357,entropic,1192,900,1398,3784,6060,4,bloaty_fuzz_target-IDX59
358,libfuzzer,224,840,1398,1941,8060,5,bloaty_fuzz_target-IDX59
