,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered,fuzzer_stats,crash_key,bugs_covered
5275,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,31500,5430,,,0
5563,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,32400,5430,,,0
5590,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,33300,5430,,,0
5905,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,34200,5430,,,0
5941,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,35100,5430,,,0
5968,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,36000,5430,,,0
6500,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,36900,5430,,,0
6535,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,37800,5430,,,0
6567,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,38700,5430,,,0
6602,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,39600,5430,,,0
7068,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,40500,5430,,,0
7080,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,41400,5430,,,0
7111,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,42300,5430,,,0
7538,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,43200,5430,,,0
7581,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,44100,5430,,,0
7613,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,45000,5430,,,0
8042,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,45900,5430,,,0
8087,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,46800,5430,,,0
8112,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,47700,5430,,,0
8145,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,48600,5430,,,0
8487,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,49500,5430,,,0
8526,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,50400,5430,,,0
8853,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,51300,5430,,,0
8882,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,52200,5430,,,0
9201,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,53100,5430,,,0
9231,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,54000,5430,,,0
9479,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,54900,5430,,,0
9515,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,55800,5430,,,0
9800,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,56700,5430,,,0
9831,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,57600,5430,,,0
10050,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,58500,5430,,,0
10309,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,59400,5430,,,0
10343,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,60300,5430,,,0
10528,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,61200,5430,,,0
10626,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,62100,5430,,,0
10791,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,63000,5430,,,0
11004,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,63900,5430,,,0
11055,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,64800,5430,,,0
11238,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,65700,5430,,,0
11464,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,66600,5430,,,0
11495,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,67500,5430,,,0
11724,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,68400,5430,,,0
11947,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,69300,5430,,,0
11981,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,70200,5430,,,0
12259,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,71100,5430,,,0
12287,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,72000,5430,,,0
12611,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,72900,5430,,,0
12695,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,73800,5430,,,0
12929,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,74700,5430,,,0
12968,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,75600,5430,,,0
13159,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,76500,5430,,,0
13267,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,77400,5430,,,0
13447,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,78300,5430,,,0
13656,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,79200,5430,,,0
13821,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,80100,5430,,,0
13932,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,81000,5430,,,0
14075,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,81900,5430,,,0
14252,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,82800,5430,,,0
14402,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,83700,5430,,,0
14594,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,84600,5430,,,0
14723,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,85500,5430,,,0
14868,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.302232,2022-01-07 06:46:47.951420,40,86400,5430,,,0
136,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,900,5373,,,0
199,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,1800,5373,,,0
341,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,2700,5373,,,0
534,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,3600,5373,,,0
679,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,4500,5373,,,0
872,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,5400,5373,,,0
1050,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,6300,5373,,,0
1210,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,7200,5373,,,0
1315,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,8100,5373,,,0
1436,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,9000,5373,,,0
1615,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,9900,5373,,,0
1789,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,10800,5373,,,0
1926,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,11700,5373,,,0
2078,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,12600,5373,,,0
2263,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,13500,5373,,,0
2350,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,14400,5373,,,0
2617,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain13,aflpp_custom_mutator,bloaty_fuzz_target,2022-01-06 06:34:13.172666,2022-01-07 06:46:47.951420,41,15300,5373,,,0
