,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered,fuzzer_stats,crash_key,bugs_covered
5199,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,31500,23018,,,0
5235,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,32400,23035,,,0
5915,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,33300,23035,,,0
6004,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,34200,23365,,,0
6053,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,35100,23420,,,0
6084,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,36000,23448,,,0
6133,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,36900,23572,,,0
6190,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,37800,23574,,,0
6228,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,38700,23895,,,0
6270,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,39600,24051,,,0
6313,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,40500,24178,,,0
6362,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,41400,24231,,,0
6402,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,42300,24247,,,0
6451,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,43200,24269,,,0
6519,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,44100,24294,,,0
6565,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,45000,24303,,,0
6606,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,45900,24318,,,0
6647,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,46800,24357,,,0
6696,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,47700,24394,,,0
6738,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,48600,24414,,,0
6792,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,49500,24437,,,0
6848,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,50400,24437,,,0
6887,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,51300,24437,,,0
6945,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,52200,24508,,,0
7007,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,53100,24744,,,0
7050,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,54000,24752,,,0
7105,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,54900,24778,,,0
7142,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,55800,24779,,,0
7195,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,56700,24780,,,0
7240,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,57600,24830,,,0
7285,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,58500,24833,,,0
7337,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,59400,24884,,,0
7387,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,60300,24918,,,0
7443,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,61200,24919,,,0
7490,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,62100,24919,,,0
7536,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,63000,24921,,,0
7580,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,63900,24924,,,0
7631,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,64800,24965,,,0
7662,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,65700,25012,,,0
7706,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,66600,25035,,,0
7756,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,67500,25035,,,0
7801,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,68400,25035,,,0
7850,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,69300,25049,,,0
7898,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,70200,25050,,,0
7951,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,71100,25050,,,0
8001,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,72000,25050,,,0
8053,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,72900,25050,,,0
8093,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,73800,25071,,,0
8148,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,74700,25071,,,0
8201,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,75600,25071,,,0
8248,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,76500,25090,,,0
8294,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,77400,25090,,,0
8349,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,78300,25094,,,0
8403,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,79200,25094,,,0
8456,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,80100,25094,,,0
8529,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,81000,25094,,,0
8559,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,81900,25099,,,0
8602,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,82800,25099,,,0
8663,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,83700,25107,,,0
8721,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,84600,25107,,,0
8781,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,85500,25112,,,0
8863,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.401994,,40,86400,25114,,,0
29,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,900,15985,,,0
414,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,1800,16877,,,0
441,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,2700,17876,,,0
494,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,3600,18477,,,0
520,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,4500,18771,,,0
833,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,5400,18964,,,0
892,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,6300,19084,,,0
1259,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,7200,19255,,,0
1301,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,8100,19361,,,0
1405,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,9000,20613,,,0
1637,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,9900,20684,,,0
1905,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,10800,20911,,,0
1942,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,11700,20937,,,0
2101,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,12600,20946,,,0
2234,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,13500,21133,,,0
2439,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,14400,21532,,,0
2523,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,15300,21656,,,0
2676,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,16200,21749,,,0
2947,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,17100,21994,,,0
3034,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,18000,22577,,,0
3083,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,18900,22589,,,0
3310,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,19800,22592,,,0
3634,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,20700,22618,,,0
3715,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,21600,22634,,,0
3784,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,22500,22962,,,0
3978,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,23400,23091,,,0
4027,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,24300,23327,,,0
4423,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,25200,23329,,,0
4460,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,26100,23378,,,0
4496,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,27000,23381,,,0
4546,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,27900,23536,,,0
5059,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,28800,23547,,,0
5109,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,29700,23844,,,0
5150,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,30600,23877,,,0
5192,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,31500,23881,,,0
5243,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,32400,24066,,,0
5961,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,33300,24088,,,0
6036,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.369342,,41,34200,24089,,,0
