,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
254,honggfuzz,495,900,2246,1625,43,3,bloaty_fuzz_target-IDX42
255,libfuzzer,415,120,2246,1481,8043,4,bloaty_fuzz_target-IDX42
256,entropic,404,360,2246,1493,6043,5,bloaty_fuzz_target-IDX42
257,aflplusplus,118,480,2246,919,2043,6,bloaty_fuzz_target-IDX42
258,afl,1447,900,1799,4360,4044,1,bloaty_fuzz_target-IDX43
259,libfuzzer,325,900,1799,2129,8044,2,bloaty_fuzz_target-IDX43
260,honggfuzz,306,600,1799,1846,44,3,bloaty_fuzz_target-IDX43
261,eclipser,303,780,1799,1920,10044,4,bloaty_fuzz_target-IDX43
262,entropic,282,840,1799,2077,6044,5,bloaty_fuzz_target-IDX43
263,aflplusplus,185,720,1799,1669,2044,6,bloaty_fuzz_target-IDX43
264,entropic,1317,900,1763,4522,6045,1,bloaty_fuzz_target-IDX44
265,eclipser,1230,900,1763,4514,10045,2,bloaty_fuzz_target-IDX44
266,libfuzzer,1200,600,1763,4320,8045,3,bloaty_fuzz_target-IDX44
267,afl,1122,780,1763,4271,4045,4,bloaty_fuzz_target-IDX44
268,honggfuzz,1095,900,1763,4211,45,5,bloaty_fuzz_target-IDX44
269,aflplusplus,1012,240,1763,3882,2045,6,bloaty_fuzz_target-IDX44
270,entropic,519,900,2382,2099,6046,1,bloaty_fuzz_target-IDX45
271,libfuzzer,495,900,2382,1917,8046,2,bloaty_fuzz_target-IDX45
272,eclipser,388,720,2382,1902,10046,3,bloaty_fuzz_target-IDX45
273,honggfuzz,373,780,2382,1884,46,4,bloaty_fuzz_target-IDX45
274,afl,322,900,2382,1676,4046,5,bloaty_fuzz_target-IDX45
275,aflplusplus,222,60,2382,1524,2046,6,bloaty_fuzz_target-IDX45
276,eclipser,636,780,2755,1503,10047,1,bloaty_fuzz_target-IDX46
277,libfuzzer,632,180,2755,1534,8047,2,bloaty_fuzz_target-IDX46
278,entropic,623,540,2755,1521,6047,3,bloaty_fuzz_target-IDX46
279,honggfuzz,524,840,2755,1372,47,4,bloaty_fuzz_target-IDX46
280,afl,433,600,2755,1130,4047,5,bloaty_fuzz_target-IDX46
281,aflplusplus,426,660,2755,1109,2047,6,bloaty_fuzz_target-IDX46
282,libfuzzer,462,480,2409,1977,8048,1,bloaty_fuzz_target-IDX47
283,entropic,408,780,2409,1910,6048,2,bloaty_fuzz_target-IDX47
284,honggfuzz,355,900,2409,1793,48,3,bloaty_fuzz_target-IDX47
285,eclipser,333,900,2409,1777,10048,4,bloaty_fuzz_target-IDX47
286,afl,255,840,2409,1527,4048,5,bloaty_fuzz_target-IDX47
287,aflplusplus,219,420,2409,1457,2048,6,bloaty_fuzz_target-IDX47
288,eclipser,1847,900,2563,4047,10049,1,bloaty_fuzz_target-IDX48
289,afl,1798,900,2563,4075,4049,2,bloaty_fuzz_target-IDX48
290,entropic,548,540,2563,1542,6049,3,bloaty_fuzz_target-IDX48
291,libfuzzer,518,480,2563,1621,8049,4,bloaty_fuzz_target-IDX48
292,honggfuzz,370,720,2563,1439,49,5,bloaty_fuzz_target-IDX48
293,aflplusplus,70,900,2563,935,2049,6,bloaty_fuzz_target-IDX48
294,entropic,320,840,2133,1990,6050,1,bloaty_fuzz_target-IDX49
295,eclipser,300,840,2133,1922,10050,2,bloaty_fuzz_target-IDX49
296,honggfuzz,294,900,2133,1899,50,3,bloaty_fuzz_target-IDX49
297,afl,278,900,2133,1681,4050,4,bloaty_fuzz_target-IDX49
298,libfuzzer,266,840,2133,1885,8050,5,bloaty_fuzz_target-IDX49
299,aflplusplus,189,660,2133,1558,2050,6,bloaty_fuzz_target-IDX49
300,honggfuzz,575,600,2719,1579,51,1,bloaty_fuzz_target-IDX50
301,eclipser,517,780,2719,1600,10051,2,bloaty_fuzz_target-IDX50
302,aflplusplus,489,900,2719,1384,2051,3,bloaty_fuzz_target-IDX50
303,entropic,483,480,2719,1522,6051,4,bloaty_fuzz_target-IDX50
304,libfuzzer,441,600,2719,1448,8051,5,bloaty_fuzz_target-IDX50
305,afl,361,360,2719,1255,4051,6,bloaty_fuzz_target-IDX50
306,honggfuzz,474,900,2582,1677,52,1,bloaty_fuzz_target-IDX51
307,libfuzzer,465,660,2582,1603,8052,2,bloaty_fuzz_target-IDX51
308,entropic,432,780,2582,1603,6052,3,bloaty_fuzz_target-IDX51
309,eclipser,413,420,2582,1585,10052,4,bloaty_fuzz_target-IDX51
310,afl,401,720,2582,1424,4052,5,bloaty_fuzz_target-IDX51
311,aflplusplus,317,900,2582,1331,2052,6,bloaty_fuzz_target-IDX51
312,honggfuzz,634,840,1038,4616,53,1,bloaty_fuzz_target-IDX52
313,libfuzzer,591,900,1038,4336,8053,2,bloaty_fuzz_target-IDX52
314,eclipser,584,900,1038,4255,10053,3,bloaty_fuzz_target-IDX52
315,afl,575,900,1038,4290,4053,4,bloaty_fuzz_target-IDX52
316,entropic,571,900,1038,4366,6053,5,bloaty_fuzz_target-IDX52
317,aflplusplus,462,360,1038,3840,2053,6,bloaty_fuzz_target-IDX52
318,eclipser,1924,900,2650,3725,10054,1,bloaty_fuzz_target-IDX53
319,afl,976,840,2650,1786,4054,2,bloaty_fuzz_target-IDX53
320,aflplusplus,889,480,2650,1590,2054,3,bloaty_fuzz_target-IDX53
321,entropic,839,780,2650,1869,6054,4,bloaty_fuzz_target-IDX53
322,honggfuzz,750,900,2650,1668,54,5,bloaty_fuzz_target-IDX53
323,libfuzzer,498,120,2650,1490,8054,6,bloaty_fuzz_target-IDX53
324,honggfuzz,489,840,2653,1372,55,1,bloaty_fuzz_target-IDX54
325,entropic,470,780,2653,1467,6055,2,bloaty_fuzz_target-IDX54
326,libfuzzer,458,900,2653,1442,8055,3,bloaty_fuzz_target-IDX54
327,aflplusplus,439,600,2653,1387,2055,4,bloaty_fuzz_target-IDX54
328,eclipser,425,900,2653,1334,10055,5,bloaty_fuzz_target-IDX54
329,afl,215,240,2653,1045,4055,6,bloaty_fuzz_target-IDX54
330,libfuzzer,305,300,2268,1401,8056,1,bloaty_fuzz_target-IDX55
331,entropic,287,240,2268,1521,6056,2,bloaty_fuzz_target-IDX55
332,eclipser,225,780,2268,1390,10056,3,bloaty_fuzz_target-IDX55
333,honggfuzz,224,900,2268,1435,56,4,bloaty_fuzz_target-IDX55
334,afl,161,360,2268,1121,4056,5,bloaty_fuzz_target-IDX55
335,aflplusplus,75,120,2268,1009,2056,6,bloaty_fuzz_target-IDX55
336,afl,1874,900,2442,4067,4057,1,bloaty_fuzz_target-IDX56
337,entropic,1379,900,2442,3231,6057,2,bloaty_fuzz_target-IDX56
338,eclipser,553,840,2442,1818,10057,3,bloaty_fuzz_target-IDX56
339,honggfuzz,512,840,2442,1727,57,4,bloaty_fuzz_target-IDX56
340,aflplusplus,335,360,2442,1489,2057,5,bloaty_fuzz_target-IDX56
341,libfuzzer,230,600,2442,1596,8057,6,bloaty_fuzz_target-IDX56
342,entropic,290,840,2550,1505,6058,1,bloaty_fuzz_target-IDX57
343,libfuzzer,240,660,2550,1455,8058,2,bloaty_fuzz_target-IDX57
344,honggfuzz,240,660,2550,1417,58,3,bloaty_fuzz_target-IDX57
345,eclipser,215,360,2550,1401,10058,4,bloaty_fuzz_target-IDX57
346,aflplusplus,215,480,2550,1377,2058,5,bloaty_fuzz_target-IDX57
347,afl,209,240,2550,1198,4058,6,bloaty_fuzz_target-IDX57
348,libfuzzer,547,180,2930,1505,8059,1,bloaty_fuzz_target-IDX58
349,entropic,509,720,2930,1432,6059,2,bloaty_fuzz_target-IDX58
350,eclipser,457,240,2930,1344,10059,3,bloaty_fuzz_target-IDX58
351,honggfuzz,433,780,2930,1304,59,4,bloaty_fuzz_target-IDX58
352,afl,432,300,2930,1116,4059,5,bloaty_fuzz_target-IDX58
353,aflplusplus,335,840,2930,1038,2059,6,bloaty_fuzz_target-IDX58
