,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
172,afl,151,780,380,3938,4029,5,bloaty_fuzz_target-IDX28
173,aflplusplus,121,60,380,3677,2029,6,bloaty_fuzz_target-IDX28
174,libfuzzer,102,900,1308,1638,8030,1,bloaty_fuzz_target-IDX29
175,honggfuzz,98,780,1308,1502,30,2,bloaty_fuzz_target-IDX29
176,afl,97,900,1308,1297,4030,3,bloaty_fuzz_target-IDX29
177,entropic,95,420,1308,1650,6030,4,bloaty_fuzz_target-IDX29
178,eclipser,83,660,1308,1484,10030,5,bloaty_fuzz_target-IDX29
179,aflplusplus,79,900,1308,1338,2030,6,bloaty_fuzz_target-IDX29
180,libfuzzer,217,480,1480,1995,8031,1,bloaty_fuzz_target-IDX30
181,afl,210,900,1480,1682,4031,2,bloaty_fuzz_target-IDX30
182,honggfuzz,205,840,1480,1903,31,3,bloaty_fuzz_target-IDX30
183,eclipser,187,720,1480,1889,10031,4,bloaty_fuzz_target-IDX30
184,entropic,184,900,1480,1971,6031,5,bloaty_fuzz_target-IDX30
185,aflplusplus,130,720,1480,1488,2031,6,bloaty_fuzz_target-IDX30
186,entropic,217,900,420,4419,6032,1,bloaty_fuzz_target-IDX31
187,libfuzzer,187,780,420,4371,8032,2,bloaty_fuzz_target-IDX31
188,eclipser,175,780,420,4462,10032,3,bloaty_fuzz_target-IDX31
189,honggfuzz,155,420,420,4614,32,4,bloaty_fuzz_target-IDX31
190,afl,106,600,420,4187,4032,5,bloaty_fuzz_target-IDX31
191,aflplusplus,90,60,420,3895,2032,6,bloaty_fuzz_target-IDX31
192,honggfuzz,181,900,214,5001,33,1,bloaty_fuzz_target-IDX32
193,entropic,144,300,214,3942,6033,2,bloaty_fuzz_target-IDX32
194,libfuzzer,140,840,214,4344,8033,3,bloaty_fuzz_target-IDX32
195,eclipser,57,600,214,4214,10033,4,bloaty_fuzz_target-IDX32
196,afl,51,180,214,3739,4033,5,bloaty_fuzz_target-IDX32
197,aflplusplus,49,60,214,3767,2033,6,bloaty_fuzz_target-IDX32
198,honggfuzz,407,840,1789,1536,34,1,bloaty_fuzz_target-IDX33
199,entropic,367,420,1789,1493,6034,2,bloaty_fuzz_target-IDX33
200,libfuzzer,351,600,1789,1435,8034,3,bloaty_fuzz_target-IDX33
201,eclipser,343,720,1789,1422,10034,4,bloaty_fuzz_target-IDX33
202,afl,316,660,1789,1220,4034,5,bloaty_fuzz_target-IDX33
203,aflplusplus,235,60,1789,1262,2034,6,bloaty_fuzz_target-IDX33
204,entropic,889,840,1017,4484,6035,1,bloaty_fuzz_target-IDX34
205,honggfuzz,868,900,1017,4408,35,2,bloaty_fuzz_target-IDX34
206,eclipser,862,900,1017,4327,10035,3,bloaty_fuzz_target-IDX34
207,afl,838,540,1017,4211,4035,4,bloaty_fuzz_target-IDX34
208,libfuzzer,806,900,1017,4290,8035,5,bloaty_fuzz_target-IDX34
209,aflplusplus,791,720,1017,3829,2035,6,bloaty_fuzz_target-IDX34
210,honggfuzz,472,660,549,4718,36,1,bloaty_fuzz_target-IDX35
211,entropic,347,900,549,4241,6036,2,bloaty_fuzz_target-IDX35
212,libfuzzer,344,720,549,4353,8036,3,bloaty_fuzz_target-IDX35
213,eclipser,321,900,549,4205,10036,4,bloaty_fuzz_target-IDX35
214,afl,309,900,549,4289,4036,5,bloaty_fuzz_target-IDX35
215,aflplusplus,257,60,549,3628,2036,6,bloaty_fuzz_target-IDX35
216,honggfuzz,71,120,502,3374,37,1,bloaty_fuzz_target-IDX36
217,libfuzzer,43,600,502,3774,8037,2,bloaty_fuzz_target-IDX36
218,afl,43,780,502,3997,4037,3,bloaty_fuzz_target-IDX36
219,eclipser,41,540,502,3874,10037,4,bloaty_fuzz_target-IDX36
220,entropic,40,900,502,3962,6037,5,bloaty_fuzz_target-IDX36
221,aflplusplus,38,180,502,3424,2037,6,bloaty_fuzz_target-IDX36
222,eclipser,362,840,706,1481,10038,1,bloaty_fuzz_target-IDX37
223,afl,362,900,706,1205,4038,2,bloaty_fuzz_target-IDX37
224,entropic,340,240,706,1466,6038,3,bloaty_fuzz_target-IDX37
225,honggfuzz,336,840,706,1407,38,4,bloaty_fuzz_target-IDX37
226,libfuzzer,300,300,706,1544,8038,5,bloaty_fuzz_target-IDX37
227,aflplusplus,288,120,706,1103,2038,6,bloaty_fuzz_target-IDX37
228,honggfuzz,502,180,1856,1301,39,1,bloaty_fuzz_target-IDX38
229,entropic,497,780,1856,1499,6039,2,bloaty_fuzz_target-IDX38
230,aflplusplus,462,780,1856,1520,2039,3,bloaty_fuzz_target-IDX38
231,libfuzzer,438,600,1856,1429,8039,4,bloaty_fuzz_target-IDX38
232,eclipser,335,540,1856,1217,10039,5,bloaty_fuzz_target-IDX38
233,afl,216,60,1856,925,4039,6,bloaty_fuzz_target-IDX38
234,honggfuzz,192,900,503,4646,40,1,bloaty_fuzz_target-IDX39
235,entropic,188,720,503,4370,6040,2,bloaty_fuzz_target-IDX39
236,libfuzzer,171,540,503,4369,8040,3,bloaty_fuzz_target-IDX39
237,eclipser,164,840,503,4405,10040,4,bloaty_fuzz_target-IDX39
238,afl,122,540,503,4273,4040,5,bloaty_fuzz_target-IDX39
239,aflplusplus,107,60,503,4079,2040,6,bloaty_fuzz_target-IDX39
240,honggfuzz,146,660,300,4540,41,1,bloaty_fuzz_target-IDX40
241,entropic,136,600,300,4281,6041,2,bloaty_fuzz_target-IDX40
242,libfuzzer,112,780,300,4170,8041,3,bloaty_fuzz_target-IDX40
243,eclipser,98,480,300,4145,10041,4,bloaty_fuzz_target-IDX40
244,afl,85,360,300,4058,4041,5,bloaty_fuzz_target-IDX40
245,aflplusplus,84,240,300,3709,2041,6,bloaty_fuzz_target-IDX40
246,honggfuzz,796,900,2133,2060,42,1,bloaty_fuzz_target-IDX41
247,afl,749,900,2133,1643,4042,2,bloaty_fuzz_target-IDX41
248,aflplusplus,550,60,2133,1326,2042,3,bloaty_fuzz_target-IDX41
249,entropic,382,720,2133,1557,6042,4,bloaty_fuzz_target-IDX41
250,libfuzzer,376,180,2133,1362,8042,5,bloaty_fuzz_target-IDX41
251,eclipser,298,840,2133,1341,10042,6,bloaty_fuzz_target-IDX41
252,entropic,181,600,1790,1702,6043,1,bloaty_fuzz_target-IDX42
253,eclipser,159,840,1790,1444,10043,2,bloaty_fuzz_target-IDX42
254,honggfuzz,131,900,1790,1532,43,3,bloaty_fuzz_target-IDX42
255,aflplusplus,123,60,1790,1320,2043,4,bloaty_fuzz_target-IDX42
256,afl,113,240,1790,1254,4043,5,bloaty_fuzz_target-IDX42
257,libfuzzer,110,360,1790,1587,8043,6,bloaty_fuzz_target-IDX42
258,honggfuzz,117,480,1724,1302,44,1,bloaty_fuzz_target-IDX43
259,entropic,92,180,1724,1566,6044,2,bloaty_fuzz_target-IDX43
260,afl,61,660,1724,1125,4044,3,bloaty_fuzz_target-IDX43
261,eclipser,58,660,1724,1265,10044,4,bloaty_fuzz_target-IDX43
262,libfuzzer,54,480,1724,1484,8044,5,bloaty_fuzz_target-IDX43
263,aflplusplus,54,540,1724,1277,2044,6,bloaty_fuzz_target-IDX43
264,honggfuzz,201,840,370,4801,45,1,bloaty_fuzz_target-IDX44
265,eclipser,199,840,370,4075,10045,2,bloaty_fuzz_target-IDX44
266,entropic,194,720,370,4200,6045,3,bloaty_fuzz_target-IDX44
267,afl,189,900,370,4298,4045,4,bloaty_fuzz_target-IDX44
268,libfuzzer,168,780,370,4042,8045,5,bloaty_fuzz_target-IDX44
269,aflplusplus,138,60,370,3586,2045,6,bloaty_fuzz_target-IDX44
270,entropic,44,900,1751,1544,6046,1,bloaty_fuzz_target-IDX45
271,honggfuzz,43,480,1751,1359,46,2,bloaty_fuzz_target-IDX45
272,afl,43,600,1751,1123,4046,3,bloaty_fuzz_target-IDX45
273,aflplusplus,42,120,1751,1171,2046,4,bloaty_fuzz_target-IDX45
274,libfuzzer,40,300,1751,1477,8046,5,bloaty_fuzz_target-IDX45
275,eclipser,39,720,1751,1404,10046,6,bloaty_fuzz_target-IDX45
276,honggfuzz,402,720,803,1555,47,1,bloaty_fuzz_target-IDX46
277,libfuzzer,361,180,803,1509,8047,2,bloaty_fuzz_target-IDX46
278,entropic,339,720,803,1490,6047,3,bloaty_fuzz_target-IDX46
279,eclipser,296,660,803,1426,10047,4,bloaty_fuzz_target-IDX46
280,aflplusplus,271,900,803,1287,2047,5,bloaty_fuzz_target-IDX46
281,afl,249,780,803,1223,4047,6,bloaty_fuzz_target-IDX46
282,eclipser,45,360,69,3973,10048,1,bloaty_fuzz_target-IDX47
283,afl,45,840,69,4180,4048,2,bloaty_fuzz_target-IDX47
284,libfuzzer,45,840,69,4175,8048,3,bloaty_fuzz_target-IDX47
285,honggfuzz,43,180,69,3953,48,4,bloaty_fuzz_target-IDX47
286,entropic,42,300,69,3930,6048,5,bloaty_fuzz_target-IDX47
287,aflplusplus,40,60,69,3866,2048,6,bloaty_fuzz_target-IDX47
288,honggfuzz,168,240,198,4109,49,1,bloaty_fuzz_target-IDX48
289,libfuzzer,165,540,198,4176,8049,2,bloaty_fuzz_target-IDX48
290,entropic,161,540,198,4100,6049,3,bloaty_fuzz_target-IDX48
291,eclipser,159,780,198,4392,10049,4,bloaty_fuzz_target-IDX48
292,afl,138,720,198,4212,4049,5,bloaty_fuzz_target-IDX48
293,aflplusplus,125,60,198,3564,2049,6,bloaty_fuzz_target-IDX48
294,honggfuzz,495,900,767,4774,50,1,bloaty_fuzz_target-IDX49
295,eclipser,464,840,767,4298,10050,2,bloaty_fuzz_target-IDX49
296,afl,445,780,767,4288,4050,3,bloaty_fuzz_target-IDX49
297,libfuzzer,445,900,767,4192,8050,4,bloaty_fuzz_target-IDX49
298,entropic,381,840,767,4238,6050,5,bloaty_fuzz_target-IDX49
299,aflplusplus,243,60,767,3769,2050,6,bloaty_fuzz_target-IDX49
300,eclipser,195,240,640,1425,10051,1,bloaty_fuzz_target-IDX50
301,entropic,172,900,640,1443,6051,2,bloaty_fuzz_target-IDX50
302,honggfuzz,171,420,640,1428,51,3,bloaty_fuzz_target-IDX50
303,libfuzzer,160,120,640,1429,8051,4,bloaty_fuzz_target-IDX50
304,afl,152,360,640,1171,4051,5,bloaty_fuzz_target-IDX50
305,aflplusplus,80,900,640,1096,2051,6,bloaty_fuzz_target-IDX50
306,honggfuzz,337,840,1562,1899,52,1,bloaty_fuzz_target-IDX51
307,entropic,305,660,1562,2002,6052,2,bloaty_fuzz_target-IDX51
308,eclipser,267,660,1562,1722,10052,3,bloaty_fuzz_target-IDX51
309,afl,255,900,1562,1605,4052,4,bloaty_fuzz_target-IDX51
310,libfuzzer,227,900,1562,1859,8052,5,bloaty_fuzz_target-IDX51
311,aflplusplus,223,780,1562,1584,2052,6,bloaty_fuzz_target-IDX51
312,eclipser,144,840,399,4377,10053,1,bloaty_fuzz_target-IDX52
313,libfuzzer,134,840,399,4281,8053,2,bloaty_fuzz_target-IDX52
314,entropic,132,900,399,4442,6053,3,bloaty_fuzz_target-IDX52
315,honggfuzz,130,900,399,4505,53,4,bloaty_fuzz_target-IDX52
316,afl,129,540,399,4099,4053,5,bloaty_fuzz_target-IDX52
317,aflplusplus,101,780,399,4024,2053,6,bloaty_fuzz_target-IDX52
318,honggfuzz,394,660,404,4654,54,1,bloaty_fuzz_target-IDX53
319,entropic,355,840,404,4524,6054,2,bloaty_fuzz_target-IDX53
320,libfuzzer,347,240,404,4319,8054,3,bloaty_fuzz_target-IDX53
321,eclipser,347,540,404,4296,10054,4,bloaty_fuzz_target-IDX53
322,afl,325,840,404,4370,4054,5,bloaty_fuzz_target-IDX53
323,aflplusplus,287,60,404,3754,2054,6,bloaty_fuzz_target-IDX53
324,entropic,161,780,1754,1688,6055,1,bloaty_fuzz_target-IDX54
325,honggfuzz,148,480,1754,1385,55,2,bloaty_fuzz_target-IDX54
326,eclipser,145,660,1754,1398,10055,3,bloaty_fuzz_target-IDX54
327,aflplusplus,121,60,1754,1332,2055,4,bloaty_fuzz_target-IDX54
328,afl,112,780,1754,1281,4055,5,bloaty_fuzz_target-IDX54
329,libfuzzer,101,120,1754,1522,8055,6,bloaty_fuzz_target-IDX54
330,honggfuzz,454,900,2189,1379,56,1,bloaty_fuzz_target-IDX55
331,entropic,443,300,2189,1414,6056,2,bloaty_fuzz_target-IDX55
332,afl,398,600,2189,1123,4056,3,bloaty_fuzz_target-IDX55
333,libfuzzer,384,660,2189,1485,8056,4,bloaty_fuzz_target-IDX55
334,eclipser,366,240,2189,1345,10056,5,bloaty_fuzz_target-IDX55
335,aflplusplus,347,480,2189,1339,2056,6,bloaty_fuzz_target-IDX55
336,libfuzzer,132,480,376,4351,8057,1,bloaty_fuzz_target-IDX56
337,eclipser,132,720,376,4393,10057,2,bloaty_fuzz_target-IDX56
338,honggfuzz,131,660,376,4624,57,3,bloaty_fuzz_target-IDX56
339,entropic,126,720,376,4516,6057,4,bloaty_fuzz_target-IDX56
340,afl,126,780,376,4349,4057,5,bloaty_fuzz_target-IDX56
341,aflplusplus,93,420,376,4021,2057,6,bloaty_fuzz_target-IDX56
342,libfuzzer,261,720,1214,1884,8058,1,bloaty_fuzz_target-IDX57
343,entropic,257,420,1214,1893,6058,2,bloaty_fuzz_target-IDX57
344,honggfuzz,221,900,1214,1949,58,3,bloaty_fuzz_target-IDX57
345,eclipser,215,900,1214,1894,10058,4,bloaty_fuzz_target-IDX57
346,afl,208,540,1214,1672,4058,5,bloaty_fuzz_target-IDX57
347,aflplusplus,164,720,1214,1640,2058,6,bloaty_fuzz_target-IDX57
348,eclipser,381,720,397,4253,10059,1,bloaty_fuzz_target-IDX58
349,honggfuzz,380,600,397,4543,59,2,bloaty_fuzz_target-IDX58
350,afl,365,300,397,3965,4059,3,bloaty_fuzz_target-IDX58
351,aflplusplus,87,60,397,3265,2059,4,bloaty_fuzz_target-IDX58
352,entropic,84,720,397,3334,6059,5,bloaty_fuzz_target-IDX58
353,libfuzzer,46,540,397,3268,8059,6,bloaty_fuzz_target-IDX58
354,honggfuzz,83,480,88,4680,60,1,bloaty_fuzz_target-IDX59
355,afl,83,720,88,4235,4060,2,bloaty_fuzz_target-IDX59
356,libfuzzer,72,900,88,4393,8060,3,bloaty_fuzz_target-IDX59
357,entropic,71,660,88,4177,6060,4,bloaty_fuzz_target-IDX59
