micro_benchmark,afl,aflplusplus,eclipser,entropic,honggfuzz,libfuzzer
curl_curl_fuzzer_http-IDX36,3,3,4,2,1,5
curl_curl_fuzzer_http-IDX37,2,2,2,3,3,1
curl_curl_fuzzer_http-IDX38,3,2,4,6,1,5
curl_curl_fuzzer_http-IDX39,5,1,6,3,2,4
curl_curl_fuzzer_http-IDX4,3,1,6,5,2,4
curl_curl_fuzzer_http-IDX40,1,5,4,2,5,3
curl_curl_fuzzer_http-IDX41,4,1,2,6,5,3
curl_curl_fuzzer_http-IDX42,3,1,2,4,5,4
curl_curl_fuzzer_http-IDX43,3,2,3,3,1,3
curl_curl_fuzzer_http-IDX44,5,1,4,3,2,6
curl_curl_fuzzer_http-IDX45,5,1,2,3,4,1
curl_curl_fuzzer_http-IDX46,3,1,4,5,2,6
curl_curl_fuzzer_http-IDX47,3,2,4,5,1,6
curl_curl_fuzzer_http-IDX48,1,3,4,5,2,6
curl_curl_fuzzer_http-IDX49,5,1,6,3,2,4
curl_curl_fuzzer_http-IDX5,5,2,6,4,3,1
curl_curl_fuzzer_http-IDX50,3,1,4,5,2,6
curl_curl_fuzzer_http-IDX51,4,2,1,6,5,3
curl_curl_fuzzer_http-IDX52,3,1,4,3,2,3
curl_curl_fuzzer_http-IDX53,4,2,5,4,3,1
curl_curl_fuzzer_http-IDX54,1,3,1,2,2,1
curl_curl_fuzzer_http-IDX55,1,4,2,5,1,3
curl_curl_fuzzer_http-IDX56,1,1,1,3,2,4
curl_curl_fuzzer_http-IDX57,3,2,5,4,1,6
curl_curl_fuzzer_http-IDX59,4,2,5,3,1,4
curl_curl_fuzzer_http-IDX6,5,2,4,3,1,6
curl_curl_fuzzer_http-IDX60,3,5,2,4,5,1
curl_curl_fuzzer_http-IDX61,4,5,3,2,1,6
curl_curl_fuzzer_http-IDX62,4,1,5,3,2,6
curl_curl_fuzzer_http-IDX63,4,1,2,4,3,5
curl_curl_fuzzer_http-IDX64,3,1,2,6,4,5
curl_curl_fuzzer_http-IDX65,3,2,4,3,1,3
curl_curl_fuzzer_http-IDX66,3,1,2,5,6,4
curl_curl_fuzzer_http-IDX67,3,2,3,4,1,3
curl_curl_fuzzer_http-IDX68,3,6,2,4,5,1
curl_curl_fuzzer_http-IDX69,4,5,3,2,1,6
curl_curl_fuzzer_http-IDX7,4,1,3,5,2,6
curl_curl_fuzzer_http-IDX70,6,1,2,3,4,5
curl_curl_fuzzer_http-IDX71,3,1,3,2,1,3
curl_curl_fuzzer_http-IDX73,1,4,2,6,5,3
curl_curl_fuzzer_http-IDX74,3,1,3,1,2,2
curl_curl_fuzzer_http-IDX75,2,5,4,3,1,3
curl_curl_fuzzer_http-IDX76,3,1,3,3,2,3
curl_curl_fuzzer_http-IDX77,4,1,5,2,3,6
curl_curl_fuzzer_http-IDX78,3,1,4,5,2,3
curl_curl_fuzzer_http-IDX79,4,3,5,2,1,2
curl_curl_fuzzer_http-IDX8,2,6,4,3,1,5
curl_curl_fuzzer_http-IDX80,3,2,4,1,2,5
curl_curl_fuzzer_http-IDX81,3,1,3,2,2,2
curl_curl_fuzzer_http-IDX82,4,2,5,6,1,3
curl_curl_fuzzer_http-IDX83,4,1,5,2,1,3
curl_curl_fuzzer_http-IDX84,3,2,4,6,1,5
curl_curl_fuzzer_http-IDX85,2,4,5,3,1,6
curl_curl_fuzzer_http-IDX86,6,1,2,5,3,4
curl_curl_fuzzer_http-IDX87,2,5,3,2,1,4
curl_curl_fuzzer_http-IDX88,5,1,3,4,2,6
curl_curl_fuzzer_http-IDX89,2,1,1,3,2,4
curl_curl_fuzzer_http-IDX9,1,3,2,3,3,3
curl_curl_fuzzer_http-IDX90,1,1,1,1,1,1
curl_curl_fuzzer_http-IDX91,1,2,4,2,3,3
curl_curl_fuzzer_http-IDX92,4,1,3,4,2,5
curl_curl_fuzzer_http-IDX93,2,2,3,2,1,2
curl_curl_fuzzer_http-IDX94,1,2,1,1,1,1
curl_curl_fuzzer_http-IDX95,1,2,3,4,6,5
curl_curl_fuzzer_http-IDX96,1,3,2,5,4,6
curl_curl_fuzzer_http-IDX97,2,3,1,5,4,6
curl_curl_fuzzer_http-IDX98,3,1,3,3,2,4
curl_curl_fuzzer_http-IDX99,2,6,1,4,5,3
freetype2-2017-IDX0,2,1,3,4,5,6
freetype2-2017-IDX10,5,3,1,4,2,6
freetype2-2017-IDX11,2,1,4,5,3,1
freetype2-2017-IDX12,6,5,1,4,2,3
freetype2-2017-IDX13,2,5,4,6,1,3
freetype2-2017-IDX14,1,2,4,5,3,6
freetype2-2017-IDX15,4,1,6,5,2,3
freetype2-2017-IDX16,1,5,3,4,2,6
freetype2-2017-IDX17,5,4,6,2,1,3
freetype2-2017-IDX18,6,3,4,2,1,5
freetype2-2017-IDX19,5,3,1,4,2,6
freetype2-2017-IDX2,6,5,3,2,1,4
freetype2-2017-IDX20,2,4,6,5,1,3
freetype2-2017-IDX21,6,2,3,4,1,5
freetype2-2017-IDX23,6,4,5,1,2,3
freetype2-2017-IDX24,3,4,1,3,2,4
freetype2-2017-IDX25,2,1,4,5,3,6
freetype2-2017-IDX26,4,1,2,5,3,1
freetype2-2017-IDX27,1,3,2,5,4,5
freetype2-2017-IDX28,3,2,6,4,1,5
freetype2-2017-IDX29,5,1,3,4,2,6
freetype2-2017-IDX3,6,5,1,3,2,4
freetype2-2017-IDX30,4,1,3,6,2,5
freetype2-2017-IDX31,6,4,5,3,1,2
freetype2-2017-IDX32,4,2,6,3,1,5
freetype2-2017-IDX33,1,1,1,1,1,1
freetype2-2017-IDX34,3,2,1,6,4,5
freetype2-2017-IDX35,1,1,3,4,2,1
freetype2-2017-IDX36,3,6,2,4,1,5
freetype2-2017-IDX37,4,6,5,1,3,2
freetype2-2017-IDX38,4,1,3,4,2,5
freetype2-2017-IDX39,6,5,3,2,1,4
freetype2-2017-IDX4,6,5,2,3,1,4
freetype2-2017-IDX40,4,3,2,6,1,5
freetype2-2017-IDX42,6,5,2,4,3,1
freetype2-2017-IDX44,6,2,3,5,1,4
freetype2-2017-IDX45,4,3,1,5,2,6
freetype2-2017-IDX46,6,5,1,3,2,4
freetype2-2017-IDX47,5,2,6,3,1,4
freetype2-2017-IDX48,6,4,5,2,1,3
freetype2-2017-IDX49,5,6,4,2,1,3
freetype2-2017-IDX5,3,1,2,6,4,5
freetype2-2017-IDX50,3,5,6,2,1,4
freetype2-2017-IDX51,3,1,2,6,4,5
freetype2-2017-IDX52,5,1,3,6,2,4
freetype2-2017-IDX53,6,1,3,5,2,4
freetype2-2017-IDX54,3,2,1,1,1,1
freetype2-2017-IDX55,6,4,2,3,1,5
freetype2-2017-IDX56,3,4,2,5,1,6
freetype2-2017-IDX57,6,5,3,2,1,4
freetype2-2017-IDX58,3,1,2,6,5,4
freetype2-2017-IDX59,2,1,3,6,4,5
freetype2-2017-IDX6,1,1,2,5,3,4
freetype2-2017-IDX60,3,1,4,6,2,5
freetype2-2017-IDX62,4,1,3,5,2,6
freetype2-2017-IDX63,5,6,2,4,1,3
freetype2-2017-IDX64,6,4,5,3,1,2
freetype2-2017-IDX65,6,5,2,4,1,3
freetype2-2017-IDX66,3,2,4,6,1,5
freetype2-2017-IDX67,4,1,3,5,2,6
freetype2-2017-IDX68,3,1,5,4,2,6
freetype2-2017-IDX69,4,1,2,5,3,6
freetype2-2017-IDX7,5,2,3,1,1,4
freetype2-2017-IDX70,1,2,3,6,4,5
freetype2-2017-IDX71,5,1,5,3,2,4
freetype2-2017-IDX72,4,2,3,5,1,6
freetype2-2017-IDX73,1,2,4,6,3,5
freetype2-2017-IDX74,1,1,1,1,1,2
freetype2-2017-IDX75,6,5,2,3,1,4
freetype2-2017-IDX76,4,2,3,6,1,5
freetype2-2017-IDX77,1,3,4,5,2,6
freetype2-2017-IDX78,6,3,5,2,1,4
freetype2-2017-IDX79,2,1,3,6,4,5
freetype2-2017-IDX8,2,1,3,5,4,6
freetype2-2017-IDX80,1,3,4,1,2,1
freetype2-2017-IDX81,4,1,3,5,2,6
freetype2-2017-IDX82,2,1,6,4,3,5
freetype2-2017-IDX83,2,3,4,6,1,5
freetype2-2017-IDX84,6,4,5,1,2,3
freetype2-2017-IDX85,1,1,1,1,1,1
freetype2-2017-IDX86,2,1,3,5,4,6
freetype2-2017-IDX87,5,1,3,4,2,6
freetype2-2017-IDX88,3,2,4,6,1,5
freetype2-2017-IDX89,6,5,4,2,1,3
freetype2-2017-IDX9,2,1,4,5,3,6
freetype2-2017-IDX90,5,2,3,4,1,6
freetype2-2017-IDX91,6,5,4,2,1,3
freetype2-2017-IDX92,3,2,6,4,1,5
freetype2-2017-IDX93,2,1,4,6,3,5
freetype2-2017-IDX94,3,1,2,5,4,2
freetype2-2017-IDX95,2,4,1,3,1,5
freetype2-2017-IDX96,1,4,3,5,2,6
freetype2-2017-IDX97,6,1,3,2,5,4
freetype2-2017-IDX98,6,4,3,5,1,2
freetype2-2017-IDX99,6,3,4,2,1,5
harfbuzz-1.3.2-IDX0,4,6,3,1,5,2
harfbuzz-1.3.2-IDX1,3,1,5,6,2,4
harfbuzz-1.3.2-IDX10,4,1,3,6,2,5
harfbuzz-1.3.2-IDX11,6,2,5,4,1,3
harfbuzz-1.3.2-IDX12,3,2,4,5,1,3
harfbuzz-1.3.2-IDX13,1,2,1,1,1,1
harfbuzz-1.3.2-IDX14,3,1,4,6,2,5
harfbuzz-1.3.2-IDX15,5,2,4,6,1,3
harfbuzz-1.3.2-IDX16,3,2,3,3,1,3
harfbuzz-1.3.2-IDX17,1,1,1,1,1,1
harfbuzz-1.3.2-IDX18,4,1,3,4,2,4
harfbuzz-1.3.2-IDX19,2,4,1,6,3,5
harfbuzz-1.3.2-IDX2,1,4,2,3,5,6
harfbuzz-1.3.2-IDX20,1,6,5,4,2,3
harfbuzz-1.3.2-IDX21,5,6,3,4,2,1
harfbuzz-1.3.2-IDX22,1,4,2,6,5,3
harfbuzz-1.3.2-IDX23,3,1,4,6,2,5
harfbuzz-1.3.2-IDX25,1,1,1,1,1,1
harfbuzz-1.3.2-IDX26,2,3,1,4,5,6
harfbuzz-1.3.2-IDX27,2,4,1,6,5,3
harfbuzz-1.3.2-IDX28,1,3,2,6,4,5
harfbuzz-1.3.2-IDX29,3,2,4,6,1,5
harfbuzz-1.3.2-IDX3,3,6,2,5,1,4
harfbuzz-1.3.2-IDX30,3,4,1,2,2,5
harfbuzz-1.3.2-IDX31,4,1,3,4,2,4
harfbuzz-1.3.2-IDX32,5,1,4,3,2,5
harfbuzz-1.3.2-IDX33,2,1,4,6,3,5
harfbuzz-1.3.2-IDX34,4,2,3,5,1,4
harfbuzz-1.3.2-IDX35,3,1,6,4,2,5
harfbuzz-1.3.2-IDX37,4,2,3,4,1,4
harfbuzz-1.3.2-IDX38,5,1,3,4,2,4
harfbuzz-1.3.2-IDX39,3,1,2,5,4,6
harfbuzz-1.3.2-IDX4,2,5,3,6,1,4
harfbuzz-1.3.2-IDX40,5,2,3,4,1,5
harfbuzz-1.3.2-IDX41,1,2,3,5,4,6
harfbuzz-1.3.2-IDX42,1,1,1,1,1,1
harfbuzz-1.3.2-IDX43,3,4,2,3,1,2
harfbuzz-1.3.2-IDX44,1,4,2,3,5,6
harfbuzz-1.3.2-IDX46,4,1,3,4,2,4
harfbuzz-1.3.2-IDX47,2,3,1,6,4,5
harfbuzz-1.3.2-IDX49,2,5,1,6,3,4
harfbuzz-1.3.2-IDX5,3,2,3,3,1,3
harfbuzz-1.3.2-IDX50,1,3,2,5,6,4
harfbuzz-1.3.2-IDX51,5,4,1,3,2,5
harfbuzz-1.3.2-IDX52,1,3,2,5,4,6
harfbuzz-1.3.2-IDX53,4,1,1,3,4,2
harfbuzz-1.3.2-IDX54,2,3,4,1,1,1
harfbuzz-1.3.2-IDX56,4,1,3,4,2,4
harfbuzz-1.3.2-IDX57,4,1,3,4,2,4
harfbuzz-1.3.2-IDX58,1,1,2,2,1,1
harfbuzz-1.3.2-IDX59,1,6,2,5,4,3
harfbuzz-1.3.2-IDX6,4,5,3,1,2,3
harfbuzz-1.3.2-IDX60,3,2,1,1,1,1
harfbuzz-1.3.2-IDX62,2,1,6,3,4,5
harfbuzz-1.3.2-IDX63,4,1,3,5,2,4
harfbuzz-1.3.2-IDX64,4,1,3,5,2,4
harfbuzz-1.3.2-IDX65,3,1,2,6,4,5
harfbuzz-1.3.2-IDX66,4,1,3,6,2,5
harfbuzz-1.3.2-IDX67,6,1,2,5,3,4
harfbuzz-1.3.2-IDX68,5,2,3,4,1,5
harfbuzz-1.3.2-IDX69,2,3,1,6,5,4
harfbuzz-1.3.2-IDX7,5,3,1,4,2,6
harfbuzz-1.3.2-IDX70,3,4,3,2,1,1
harfbuzz-1.3.2-IDX71,5,3,4,6,1,2
harfbuzz-1.3.2-IDX72,4,1,3,4,2,4
harfbuzz-1.3.2-IDX73,5,1,3,5,2,4
harfbuzz-1.3.2-IDX74,2,6,5,4,3,1
harfbuzz-1.3.2-IDX75,4,5,3,1,1,2
harfbuzz-1.3.2-IDX76,2,4,3,1,1,1
harfbuzz-1.3.2-IDX77,4,2,3,4,1,4
harfbuzz-1.3.2-IDX78,1,1,1,1,2,3
harfbuzz-1.3.2-IDX79,3,4,1,6,5,2
harfbuzz-1.3.2-IDX8,2,1,3,3,1,1
harfbuzz-1.3.2-IDX80,1,3,2,5,3,4
harfbuzz-1.3.2-IDX81,3,6,5,4,2,1
harfbuzz-1.3.2-IDX82,1,3,2,4,6,5
harfbuzz-1.3.2-IDX83,1,1,1,1,1,1
harfbuzz-1.3.2-IDX84,1,5,2,3,4,6
harfbuzz-1.3.2-IDX85,4,1,3,4,2,4
harfbuzz-1.3.2-IDX86,1,1,1,1,1,1
harfbuzz-1.3.2-IDX87,5,1,2,3,4,6
harfbuzz-1.3.2-IDX88,2,3,2,2,1,1
harfbuzz-1.3.2-IDX89,1,4,2,5,3,6
harfbuzz-1.3.2-IDX9,3,4,2,2,1,1
harfbuzz-1.3.2-IDX90,4,2,3,4,1,4
harfbuzz-1.3.2-IDX91,4,3,1,2,5,6
harfbuzz-1.3.2-IDX92,5,2,3,5,1,4
harfbuzz-1.3.2-IDX93,3,4,2,6,1,5
harfbuzz-1.3.2-IDX94,1,1,1,1,1,1
harfbuzz-1.3.2-IDX95,4,2,3,4,1,4
harfbuzz-1.3.2-IDX96,3,1,4,5,2,6
harfbuzz-1.3.2-IDX97,3,2,4,5,1,6
harfbuzz-1.3.2-IDX98,5,1,3,4,2,6
harfbuzz-1.3.2-IDX99,3,2,1,4,6,5
jsoncpp_jsoncpp_fuzzer-IDX0,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX1,2,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX10,3,2,1,2,1,1
jsoncpp_jsoncpp_fuzzer-IDX11,1,2,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX12,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX13,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX14,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX15,1,3,1,1,1,2
jsoncpp_jsoncpp_fuzzer-IDX16,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX17,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX18,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX19,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX2,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX20,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX21,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX22,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX23,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX24,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX25,2,5,3,1,1,4
jsoncpp_jsoncpp_fuzzer-IDX26,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX27,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX28,1,2,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX29,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX3,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX30,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX31,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX32,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX33,1,1,1,1,2,1
jsoncpp_jsoncpp_fuzzer-IDX34,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX35,2,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX36,1,1,1,1,2,1
jsoncpp_jsoncpp_fuzzer-IDX37,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX38,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX39,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX4,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX40,2,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX41,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX42,1,1,2,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX43,3,5,2,3,1,4
jsoncpp_jsoncpp_fuzzer-IDX44,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX45,1,2,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX46,1,2,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX47,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX48,2,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX49,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX5,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX50,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX51,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX52,1,2,1,1,3,1
jsoncpp_jsoncpp_fuzzer-IDX53,1,2,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX54,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX55,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX56,1,1,1,1,2,1
jsoncpp_jsoncpp_fuzzer-IDX57,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX58,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX59,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX6,1,2,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX61,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX62,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX63,1,1,1,2,1,2
jsoncpp_jsoncpp_fuzzer-IDX64,2,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX65,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX66,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX67,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX68,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX69,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX7,2,1,1,1,3,1
jsoncpp_jsoncpp_fuzzer-IDX70,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX71,2,3,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX72,1,1,1,1,2,1
jsoncpp_jsoncpp_fuzzer-IDX73,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX74,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX75,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX76,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX77,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX78,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX79,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX8,1,1,1,1,1,1
